code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,ast,country
DF1553,,Polymorf psykotisk tilstand ved brug af andet centralstimulerende stof,,F1550,,"Mental and behavioural disorders due to use of other stimulants, including caffeine psychotic disorder",,,den
DF1554,,Psykotisk tilstand med depressive symptomer ved brug af andet centralstimulerende stof,,F1550,,"Mental and behavioural disorders due to use of other stimulants, including caffeine psychotic disorder",,,den
DF1555,,Psykotisk tilstand med maniske symptomer ved brug af andet centralstimulerende stof,,F1550,,"Mental and behavioural disorders due to use of other stimulants, including caffeine psychotic disorder",,,den
DF1556,,Blandet psykotisk tilstand ved brug af andet centralstimulerende stof,,F1550,,"Mental and behavioural disorders due to use of other stimulants, including caffeine psychotic disorder",,,den
DF157,,Sen psykotisk eller residual tilstand som følge af brug af andet centralstimulerende stof,,F1570,,"Mental and behavioural disorders due to use of other stimulants, including caffeine residual and late-onset psychotic disorder",,,den
DF1570,,Flashbacks som følge af brug af andet centralstimulerende stof,,F1570,,"Mental and behavioural disorders due to use of other stimulants, including caffeine residual and late-onset psychotic disorder",,,den
DF1571,,Personligheds- eller adfærdsforstyrrelse som følge af brug af andet centralstimulerende stof,,F1570,,"Mental and behavioural disorders due to use of other stimulants, including caffeine residual and late-onset psychotic disorder",,,den
DF1572,,Residual affektiv sindslidelse som følge af brug af andet centralstimulerende stof,,F1570,,"Mental and behavioural disorders due to use of other stimulants, including caffeine residual and late-onset psychotic disorder",,,den
DF1573,,Demens som følge af brug af andet centralstimulerende stof,,F1570,,"Mental and behavioural disorders due to use of other stimulants, including caffeine residual and late-onset psychotic disorder",,,den
DF1574,,Anden vedvarende kognitiv forstyrrelse som følge af brug af andet centralstimulerende stof,,F1570,,"Mental and behavioural disorders due to use of other stimulants, including caffeine residual and late-onset psychotic disorder",,,den
DF1575,,Sent indsættende psykotisk tilstand som følge af brug af andet centralstimulerende stof,,F1570,,"Mental and behavioural disorders due to use of other stimulants, including caffeine residual and late-onset psychotic disorder",,,den
DF158,,Anden psykisk lidelse eller adfærdsforstyrrelse som følge af brug af andet centralstimulerende stof,,F1580,,"Mental and behavioural disorders due to use of other stimulants, including caffeine other mental and behavioural disorders",,,den
DF159,,Psykisk lidelse eller adfærdsforstyrrelse som følge af brug af andet centralstimulerende stof UNS,,F1590,,"Mental and behavioural disorders due to use of other stimulants, including caffeine unspecified mental and behavioural disorder",,,den
DF160,,Akut hallucinogenintoksikation,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF1600,,Akut ukompliceret hallucinogenintoksikation,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF1601,,Akut hallucinogenintoksikation med fysisk traume,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF1602,,Akut hallucinogenintoksikation med andre somatiske komplikationer,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF1603,,Akut hallucinogenintoksikation med delir,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF1604,,Akut hallucinogenintoksikation med perceptionsforvrængninger,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF1605,,Akut hallucinogenintoksikation med koma,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF1606,,Akut hallucinogenintoksikation med kramper,,F1600,,Mental and behavioural disorders due to use of hallucinogens acute intoxication,,,den
DF161,,Skadelig brug af hallucinogen,,F1610,,Mental and behavioural disorders due to use of hallucinogens harmful use,,,den
DF162,,Afhængighedssyndrom ved brug af hallucinogen,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF1620,,Afhængighedssyndrom ved brug af hallucinogen men afholdende,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF1621,,Afhængighedssyndrom ved brug af hallucinogen men afholdende i beskyttet miljø,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF1622,,Afhængighedssyndrom ved brug af hallucinogen i vedligeholdelses- eller substitutionsbehandling,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF1623,,Afhængighedssyndrom ved brug af hallucinogen men afholdende under aversiv medikamentel behandling,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF1624,,Afhængighedssyndrom ved brug af hallucinogen aktivt brugende,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF1625,,Afhængighedssyndrom ved brug af hallucinogen med kontinuerlig brug,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF1626,,Afhængighedssyndrom ved brug af hallucinogen med episodisk brug,,F1620,,Mental and behavioural disorders due to use of hallucinogens dependence syndrome,,,den
DF165,,Hallucinogenpsykose,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF1650,,Skizofrenilignende hallucinogenpsykose,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF1651,,Paranoid hallucinogenpsykose,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF1652,,Hallucinatorisk hallucinogenpsykose,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF1653,,Polymorf hallucinogenpsykose,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF1654,,Hallucinogenpsykose med depressive symptomer,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF1655,,Hallucinogenpsykose med maniske symptomer,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF1656,,Hallucinogenpsykose med blandede symptomer,,F1650,,Mental and behavioural disorders due to use of hallucinogens psychotic disorder,,,den
DF167,,Sen psykotisk eller residual tilstand som følge af hallucinogenbrug,,F1670,,Mental and behavioural disorders due to use of hallucinogens residual and late-onset psychotic disorder,,,den
DF1670,,Flashbacks som følge af hallucinogenbrug,,F1670,,Mental and behavioural disorders due to use of hallucinogens residual and late-onset psychotic disorder,,,den
DF1671,,Personligheds- eller adfærdsforstyrrelse som følge af hallucinogenbrug,,F1670,,Mental and behavioural disorders due to use of hallucinogens residual and late-onset psychotic disorder,,,den
DF1672,,Residual affektiv sindslidelse som følge af hallucinogenbrug,,F1670,,Mental and behavioural disorders due to use of hallucinogens residual and late-onset psychotic disorder,,,den
DF1673,,Demens som følge af hallucinogenbrug,,F1670,,Mental and behavioural disorders due to use of hallucinogens residual and late-onset psychotic disorder,,,den
DF1674,,Anden vedvarende kognitiv forstyrrelse som følge af hallucinogenbrug,,F1670,,Mental and behavioural disorders due to use of hallucinogens residual and late-onset psychotic disorder,,,den
DF1675,,Sent indsættende psykotisk tilstand som følge af hallucinogenbrug,,F1670,,Mental and behavioural disorders due to use of hallucinogens residual and late-onset psychotic disorder,,,den
DF168,,Anden psykisk lidelse eller adfærdsforstyrrelse som følge af hallucinogenbrug,,F1680,,Mental and behavioural disorders due to use of hallucinogens other mental and behavioural disorders,,,den
DF169,,Psykisk lidelse eller adfærdsforstyrrelse som følge af hallucinogenbrug UNS,,F1690,,Mental and behavioural disorders due to use of hallucinogens unspecified mental and behavioural disorder,,,den
DF170,,Akut tobaksintoksikation,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF1700,,Akut ukompliceret tobaksintoksikation,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF1701,,Akut tobaksintoksikation med fysisk traume,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF1702,,Akut tobaksintoksikation med andre somatiske komplikationer,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF1703,,Akut tobaksintoksikation med delir,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF1704,,Akut tobaksintoksikation med perceptionsforvrængninger,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF1705,,Akut tobaksintoksikation med koma,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF1706,,Akut tobaksintoksikation med kramper,,F1700,,Mental and behavioural disorders due to use of tobacco acute intoxication,,,den
DF171,,Skadelig brug af tobak,,F1710,,Mental and behavioural disorders due to use of tobacco harmful use,,,den
DF172,,Afhængighedssyndrom ved brug af tobak,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF1720,,Afhængighedssyndrom ved brug af tobak men afholdende,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF1721,,Afhængighedssyndrom ved brug af tobak men afholdende i beskyttet miljø,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF1722,,Afhængighedssyndrom ved brug af tobak i vedligeholdelses- eller substitutionsbehandling,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF1723,,Afhængighedssyndrom ved brug af tobak men afholdende under aversiv medikamentel behandling,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF1724,,Afhængighedssyndrom ved brug af tobak aktivt brugende,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF1725,,Afhængighedssyndrom ved brug af tobak med kontinuerlig brug,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF1726,,Afhængighedssyndrom ved brug af tobak med episodisk brug,,F1720,,Mental and behavioural disorders due to use of tobacco dependence syndrome,,,den
DF178,,Anden psykisk lidelse eller adfærdsforstyrrelse som følge af tobaksbrug,,F1780,,Mental and behavioural disorders due to use of tobacco other mental and behavioural disorders,,,den
DF179,,Psykisk lidelse eller adfærdsforstyrrelse som følge af tobaksbrug UNS,,F1790,,Mental and behavioural disorders due to use of tobacco unspecified mental and behavioural disorder,,,den
DF180,,Akut intoksikation med flygtigt opløsningsmiddel,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF1800,,Akut ukompliceret intoksikation med flygtige opløsningsmidler,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF1801,,Akut intoksikation med flygtige opløsningsmidler med fysisk traume,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF1802,,Akut intoksikation med flygtige opløsningsmidler med andre somatiske komplikationer,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF1803,,Akut intoksikation med flygtige opløsningsmidler med delir,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF1804,,Akut intoksikation med flygtige opløsningsmidler med perceptionsforvrængninger,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF1805,,Akut intoksikation med flygtige opløsningsmidler med koma,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF1806,,Akut intoksikation med flygtige opløsningsmidler med kramper,,F1800,,Mental and behavioural disorders due to use of volatile solvents acute intoxication,,,den
DF181,,Skadelig brug af flygtigt opløsningsmiddel,,F1810,,Mental and behavioural disorders due to use of volatile solvents harmful use,,,den
DF182,,Afhængighedssyndrom ved brug af flygtigt opløsningsmiddel,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF1820,,Afhængighedssyndrom ved brug af flygtige opløsningsmidler men afholdende,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF1821,,Afhængighedssyndrom ved brug af flygtige opløsningsmidler men afholdende i beskyttet miljø,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF1822,,Afhængighedssyndrom ved brug af flygtige opløsningsmidler i vedligeholdelses- eller substitutionsbehandling,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF1823,,Afhængighedssyndrom ved brug af flygtige opløsningsmidler men afholdende under aversiv medikamentel behandling,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF1824,,Afhængighedssyndrom ved brug af flygtige opløsningsmidler aktivt brugende,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF1825,,Afhængighedssyndrom ved brug af flygtige opløsningsmidler med kontinuerlig brug,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF1826,,Afhængighedssyndrom ved brug af flygtige opløsningsmidler med episodisk brug,,F1820,,Mental and behavioural disorders due to use of volatile solvents dependence syndrome,,,den
DF185,,Psykotisk tilstand ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF1850,,Skizofrenilignende psykotisk tilstand ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF1851,,Paranoid psykotisk tilstand ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF1852,,Hallucinatorisk psykotisk tilstand ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF1853,,Polymorf psykotisk tilstand ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF1854,,Psykotisk tilstand med depressive symptomer ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF1855,,Psykotisk tilstand med maniske symptomer ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF1856,,Blandet psykotisk tilstand ved brug af flygtige opløsningsmidler,,F1850,,Mental and behavioural disorders due to use of volatile solvents psychotic disorder,,,den
DF186,,Amnestisk syndrom som følge af brug af flygtige opløsningsmidler,,F1860,,Mental and behavioural disorders due to use of volatile solvents amnesic syndrome,,,den
DF187,,Sen psykotisk eller residual tilstand som følge af brug af flygtige opløsningsmidler,,F1870,,Mental and behavioural disorders due to use of volatile solvents residual and late-onset psychotic disorder,,,den
DF1870,,Flashbacks som følge af brug af flygtige opløsningsmidler,,F1870,,Mental and behavioural disorders due to use of volatile solvents residual and late-onset psychotic disorder,,,den
DF1871,,Personligheds- eller adfærdsforstyrrelse som følge af brug af flygtige opløsningsmidler,,F1870,,Mental and behavioural disorders due to use of volatile solvents residual and late-onset psychotic disorder,,,den
DF1872,,Residual affektiv sindslidelse som følge af brug af flygtige opløsningsmidler,,F1870,,Mental and behavioural disorders due to use of volatile solvents residual and late-onset psychotic disorder,,,den
DF1873,,Demens som følge af brug af flygtige opløsningsmidler,,F1870,,Mental and behavioural disorders due to use of volatile solvents residual and late-onset psychotic disorder,,,den
DF1874,,Anden vedvarende kognitiv forstyrrelse som følge af brug af flygtige opløsningsmidler,,F1870,,Mental and behavioural disorders due to use of volatile solvents residual and late-onset psychotic disorder,,,den
DF1875,,Sent indsættende psykotisk tilstand som følge af brug af flygtige opløsningsmidler,,F1870,,Mental and behavioural disorders due to use of volatile solvents residual and late-onset psychotic disorder,,,den
DF188,,Anden psykisk lidelse eller adfærdsforstyrrelse som følge af brug af flygtige opløsningsmidler,,F1880,,Mental and behavioural disorders due to use of volatile solvents other mental and behavioural disorders,,,den
DF189,,Psykisk lidelse eller adfærdsforstyrrelse som følge af brug af flygtige opløsningsmidler UNS,,F1890,,Mental and behavioural disorders due to use of volatile solvents unspecified mental and behavioural disorder,,,den
DF190,,Akut intoksikation med multiple eller andre psykoaktive stoffer,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF1900,,Akut ukompliceret intoksikation med flere eller andre psykoaktive stoffer,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF1901,,Akut intoksikation med flere eller andre psykoaktive stoffer med fysisk traume,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF1902,,Akut intoksikation med flere eller andre psykoaktive stoffer med andre somatiske komplikationer,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF1903,,Akut intoksikation med flere eller andre psykoaktive stoffer med delir,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF1904,,Akut intoksikation med flere eller andre psykoaktive stoffer med perceptionsforvrængninger,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF1905,,Akut intoksikation med flere eller andre psykoaktive stoffer med koma,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF1906,,Akut intoksikation med flere eller andre psykoaktive stoffer med kramper,,F1900,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances acute intoxication,,,den
DF191,,Skadelig brug af flere eller andre psykoaktive stoffer,,F1910,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances harmful use,,,den
DF192,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF1920,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer men afholdende,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF1921,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer men afholdende i beskyttet miljø,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF1922,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer i vedligeholdelses- eller substitutionsbehandling,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF1923,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer men afholdende under aversiv medikamentel behandling,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF1924,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer aktivt brugende,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF1925,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer med kontinuerlig brug,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF1926,,Afhængighedssyndrom ved brug af flere eller andre psykoaktive stoffer med episodisk brug,,F1920,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances dependence syndrome,,,den
DF193,,Abstinenstilstand som følge af brug af flere eller andre psykoaktive stoffer,,F1930,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,,,den
DF1930,,Abstinenstilstand som følge af brug af flere eller andre psykoaktive stoffer uden kramper,,F1930,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,,,den
DF1931,,Abstinenstilstand som følge af brug af flere eller andre psykoaktive stoffer med kramper,,F1930,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state,,,den
DF194,,Delirøs abstinenstilstand som følge af brug af flere eller andre psykoaktive stoffer,,F1940,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,,,den
DF1940,,Delirøs abstinenstilstand som følge af brug af flere eller andre psykoaktive stoffer uden kramper,,F1940,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,,,den
DF1941,,Delirøs abstinenstilstand som følge af brug af flere eller andre psykoaktive stoffer med kramper,,F1940,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,,,den
DF195,,Psykotisk tilstand ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF1950,,Skizofrenilignende psykotisk tilstand ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF1951,,Paranoid psykotisk tilstand ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF1952,,Hallucinatorisk psykotisk tilstand ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF1953,,Polymorf psykotisk tilstand ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF1954,,Psykotisk tilstand med depressive symptomer ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF1955,,Psykotisk tilstand med maniske symptomer ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF1956,,Blandet psykotisk tilstand ved brug af flere eller andre psykoaktive stoffer,,F1950,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances psychotic disorder,,,den
DF196,,Amnestisk syndrom som følge af brug af flere eller andre psykoaktive stoffer,,F1960,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances amnesic syndrome,,,den
DF197,,Sen psykotisk eller residual tilstand som følge af brug af flere eller andre psykoaktive stoffer,,F1970,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances residual and late-onset psychotic disorder,,,den
DF1970,,Flashbacks som følge af brug af flere eller andre psykoaktive stoffer,,F1970,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances residual and late-onset psychotic disorder,,,den
DF1971,,Personligheds- eller adfærdsforstyrrelser som følge af brug af flere eller andre psykoaktive stoffer,,F1970,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances residual and late-onset psychotic disorder,,,den
DF1972,,Residual affektiv sindslidelse som følge af brug af flere eller andre psykoaktive stoffer,,F1970,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances residual and late-onset psychotic disorder,,,den
DF1973,,Demens som følge af brug af flere eller andre psykoaktive stoffer,,F1970,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances residual and late-onset psychotic disorder,,,den
DF1974,,Anden vedvarende kognitiv forstyrrelse som følge af brug af flere eller andre psykoaktive stoffer,,F1970,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances residual and late-onset psychotic disorder,,,den
DF1975,,Sent indsættende psykotisk tilstand som følge af brug af flere eller andre psykoaktive stoffer,,F1970,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances residual and late-onset psychotic disorder,,,den
DF198,,Anden psykisk lidelse eller adfærdsforstyrrelse som følge af brug af flere eller andre psykoaktive stoffer,,F1980,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances other mental and behavioural disorders,,,den
DF199,,Psykisk lidelse eller adfærdsforstyrrelse som følge af brug af flere eller andre psykoaktive stoffer UNS,,F1990,,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances unspecified mental and behavioural disorder,,,den
DF200,,Paranoid skizofreni,,F2000,,Paranoid schizophrenia,,,den
DF2000,,Kontinuerlig paranoid skizofreni,,F2000,,Paranoid schizophrenia,,,den
DF2001,,Episodisk paranoid skizofreni med fremadskridende defekt,,F2000,,Paranoid schizophrenia,,,den
DF2002,,Episodisk paranoid skizofreni med stabil defekt,,F2000,,Paranoid schizophrenia,,,den
DF2003,,Episodisk remitterende paranoid skizofreni,,F2000,,Paranoid schizophrenia,,,den
DF2004,,Paranoid skizofreni med inkomplet remission,,F2000,,Paranoid schizophrenia,,,den
DF2005,,Paranoid skizofreni med komplet remission,,F2000,,Paranoid schizophrenia,,,den
DF2008,,Paranoid skizofreni med andet forløb,,F2000,,Paranoid schizophrenia,,,den
DF2009,,Paranoid skizofreni med ubestemt forløb,,F2000,,Paranoid schizophrenia,,,den
DF201,,Hebefren skizofreni,,F2010,,Hebephrenic schizophrenia,,,den
DF2010,,Kontinuerlig hebefren skizofreni,,F2010,,Hebephrenic schizophrenia,,,den
DF2011,,Episodisk hebefren skizofreni med fremadskridende defekt,,F2010,,Hebephrenic schizophrenia,,,den
DF2012,,Episodisk hebefren skizofreni med stabil defekt,,F2010,,Hebephrenic schizophrenia,,,den
DF2013,,Episodisk remitterende hebefren skizofreni,,F2010,,Hebephrenic schizophrenia,,,den
DF2014,,Hebefren skizofreni med inkomplet remission,,F2010,,Hebephrenic schizophrenia,,,den
DF2015,,Hebefren skizofreni med komplet remission,,F2010,,Hebephrenic schizophrenia,,,den
DF2018,,Hebefren skizofreni med andet forløb,,F2010,,Hebephrenic schizophrenia,,,den
DF2019,,Hebefren skizofreni med ubestemt forløb,,F2010,,Hebephrenic schizophrenia,,,den
DF202,,Kataton skizofreni,,F2020,,Catatonic schizophrenia,,,den
DF2020,,Kontinuerlig kataton skizofreni,,F2020,,Catatonic schizophrenia,,,den
DF2021,,Episodisk kataton skizofreni med fremadskridende defekt,,F2020,,Catatonic schizophrenia,,,den
DF2022,,Episodisk kataton skizofreni med stabil defekt,,F2020,,Catatonic schizophrenia,,,den
DF2023,,Episodisk remitterende kataton skizofreni,,F2020,,Catatonic schizophrenia,,,den
DF2024,,Kataton skizofreni med inkomplet remission,,F2020,,Catatonic schizophrenia,,,den
DF2025,,Kataton skizofreni med komplet remission,,F2020,,Catatonic schizophrenia,,,den
DF2028,,Kataton skizofreni med andet forløb,,F2020,,Catatonic schizophrenia,,,den
DF2029,,Kataton skizofreni med forløb ubestemt,,F2020,,Catatonic schizophrenia,,,den
DF203,,Udifferentieret skizofreni,,F2030,,Undifferentiated schizophrenia,,,den
DF2030,,Kontinuerlig udifferentieret skizofreni,,F2030,,Undifferentiated schizophrenia,,,den
DF2031,,Episodisk udifferentieret skizofreni med fremadskridende defekt,,F2030,,Undifferentiated schizophrenia,,,den
DF2032,,Episodisk udifferentieret skizofreni med stabil defekt,,F2030,,Undifferentiated schizophrenia,,,den
DF2033,,Episodisk remitterende udifferentieret skizofreni,,F2030,,Undifferentiated schizophrenia,,,den
DF2034,,Udifferentieret skizofreni med inkomplet remission,,F2030,,Undifferentiated schizophrenia,,,den
DF2035,,Udifferentieret skizofreni med komplet remission,,F2030,,Undifferentiated schizophrenia,,,den
DF2038,,Udifferentieret skizofreni med andet forløb,,F2030,,Undifferentiated schizophrenia,,,den
DF2039,,Udifferentieret skizofreni med ubestemt forløb,,F2030,,Undifferentiated schizophrenia,,,den
DF204,,Post-skizofren depression,,F2040,,Post-schizophrenic depression,,,den
DF2040,,Kontinuerlig post-skizofren depression,,F2040,,Post-schizophrenic depression,,,den
DF2041,,Episodisk post-skizofren depression med fremadskridende defekt,,F2040,,Post-schizophrenic depression,,,den
DF2042,,Episodisk post-skizofren depression med stabil defekt,,F2040,,Post-schizophrenic depression,,,den
DF2043,,Episodisk remitterende post-skizofren depression,,F2040,,Post-schizophrenic depression,,,den
DF2044,,Post-skizofren depression med inkomplet remission,,F2040,,Post-schizophrenic depression,,,den
DF2045,,Post-skizofren depression med komplet remission,,F2040,,Post-schizophrenic depression,,,den
DF2048,,Post-skizofren depression med andet forløb,,F2040,,Post-schizophrenic depression,,,den
DF2049,,Post-skizofren depression med ubestemt forløb,,F2040,,Post-schizophrenic depression,,,den
DF205,,Skizofren residual-tilstand,,F2050,,Residual schizophrenia,,,den
DF2050,,Kontinuerlig skizofren residualtilstand,,F2050,,Residual schizophrenia,,,den
DF2051,,Episodisk skizofren residualtilstand med fremadskridende defekt,,F2050,,Residual schizophrenia,,,den
DF2052,,Episodisk skizofren residualtilstand med stabil defekt,,F2050,,Residual schizophrenia,,,den
DF2053,,Episodisk remitterende skizofren residualtilstand,,F2050,,Residual schizophrenia,,,den
DF2054,,Skizofren residualtilstand med inkomplet remission,,F2050,,Residual schizophrenia,,,den
