code_plus,d_code_plus,text_plus,d_text_plus,vartype,varval,prop_0,varval_text_comb,nat_ver
E6800,,Sequelae of hyperalimentation,,PDGPRO,23P07,False,Invalid primary diagnosis in Sweden,swe
E6800,,Sequelae of hyperalimentation,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7000,,Classical phenylketonuria,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7000,,Classical phenylketonuria,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7000,,Classical phenylketonuria,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7000,,Classical phenylketonuria,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7000,,Classical phenylketonuria,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7000,,Classical phenylketonuria,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7010,,Other hyperphenylalaninaemias,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7010,,Other hyperphenylalaninaemias,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7010,,Other hyperphenylalaninaemias,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7010,,Other hyperphenylalaninaemias,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7010,,Other hyperphenylalaninaemias,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7020,,Disorders of tyrosine metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7020,,Disorders of tyrosine metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7020,,Disorders of tyrosine metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7020,,Disorders of tyrosine metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7020,,Disorders of tyrosine metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7020,,Disorders of tyrosine metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E702A,,Alkaptonuria,,COMPL,10C16,False,Metabolic disturbance,swe
E702A,,Alkaptonuria,,DGCAT,10M03,False,Inborn error of metabolism,swe
E702A,,Alkaptonuria,,DGPROP,15X98,False,Other significant problem of neonate,swe
E702A,,Alkaptonuria,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702A,,Alkaptonuria,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702B,,Thyrosinaemia type I,,COMPL,10C16,False,Metabolic disturbance,swe
E702B,,Thyrosinaemia type I,,DGCAT,10M03,False,Inborn error of metabolism,swe
E702B,,Thyrosinaemia type I,,DGPROP,15X98,False,Other significant problem of neonate,swe
E702B,,Thyrosinaemia type I,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702B,,Thyrosinaemia type I,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702C,,Thyrosinaemia type II,,COMPL,10C16,False,Metabolic disturbance,swe
E702C,,Thyrosinaemia type II,,DGCAT,10M03,False,Inborn error of metabolism,swe
E702C,,Thyrosinaemia type II,,DGPROP,15X98,False,Other significant problem of neonate,swe
E702C,,Thyrosinaemia type II,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702C,,Thyrosinaemia type II,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702D,,Tyrosinos,,COMPL,10C16,False,Metabolic disturbance,swe
E702D,,Tyrosinos,,DGCAT,10M03,False,Inborn error of metabolism,swe
E702D,,Tyrosinos,,DGPROP,15X98,False,Other significant problem of neonate,swe
E702D,,Tyrosinos,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702D,,Tyrosinos,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702X,,Hypertyrosinaemi NOS,,COMPL,10C16,False,Metabolic disturbance,swe
E702X,,Hypertyrosinaemi NOS,,DGCAT,10M03,False,Inborn error of metabolism,swe
E702X,,Hypertyrosinaemi NOS,,DGPROP,15X98,False,Other significant problem of neonate,swe
E702X,,Hypertyrosinaemi NOS,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E702X,,Hypertyrosinaemi NOS,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E7030,,Albinism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7030,,Albinism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7030,,Albinism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7030,,Albinism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7030,,Albinism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E703A,,Chediak-Higashi Syndrome,,DGCAT,10M03,False,Inborn error of metabolism,swe
E703A,,Chediak-Higashi Syndrome,,DGPROP,15X98,False,Other significant problem of neonate,swe
E703A,,Chediak-Higashi Syndrome,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703A,,Chediak-Higashi Syndrome,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703B,,Cross syndrom - Oculocerebral-hypopigmentation syndrome,,DGCAT,10M03,False,Inborn error of metabolism,swe
E703B,,Cross syndrom - Oculocerebral-hypopigmentation syndrome,,DGPROP,15X98,False,Other significant problem of neonate,swe
E703B,,Cross syndrom - Oculocerebral-hypopigmentation syndrome,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703B,,Cross syndrom - Oculocerebral-hypopigmentation syndrome,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703C,,Hermansky-Pudlak Syndrome,,DGCAT,10M03,False,Inborn error of metabolism,swe
E703C,,Hermansky-Pudlak Syndrome,,DGPROP,15X98,False,Other significant problem of neonate,swe
E703C,,Hermansky-Pudlak Syndrome,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703C,,Hermansky-Pudlak Syndrome,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703D,,Ocular albinism,,DGCAT,02M99,False,Other disorders of the eye,swe/den
E703D,,Ocular albinism,,DGPROP,15X98,False,Other significant problem of neonate,swe/den
E703D,,Ocular albinism,,MDC,02,False,Diseases and disorders of the eye,swe/den
E703D,,Ocular albinism,,SDGPRO,02K99,False,Diseases and disorders of the eye,swe
E703E,,Albinoidism,,DGCAT,10M03,False,Inborn error of metabolism,swe
E703E,,Albinoidism,,DGPROP,15X98,False,Other significant problem of neonate,swe
E703E,,Albinoidism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703E,,Albinoidism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703F,,Piebaldism,,DGCAT,10M03,False,Inborn error of metabolism,swe
E703F,,Piebaldism,,DGPROP,15X98,False,Other significant problem of neonate,swe
E703F,,Piebaldism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703F,,Piebaldism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703G,,Waardenburg syndrome,,DGCAT,10M03,False,Inborn error of metabolism,swe
E703G,,Waardenburg syndrome,,DGPROP,15X98,False,Other significant problem of neonate,swe
E703G,,Waardenburg syndrome,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E703G,,Waardenburg syndrome,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E7080,,Other disorders of aromatic amino-acid metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7080,,Other disorders of aromatic amino-acid metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7080,,Other disorders of aromatic amino-acid metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7080,,Other disorders of aromatic amino-acid metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7080,,Other disorders of aromatic amino-acid metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7080,,Other disorders of aromatic amino-acid metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7090,,"Disorder of aromatic amino-acid metabolism, unspecified",,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7090,,"Disorder of aromatic amino-acid metabolism, unspecified",,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7090,,"Disorder of aromatic amino-acid metabolism, unspecified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7090,,"Disorder of aromatic amino-acid metabolism, unspecified",,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7090,,"Disorder of aromatic amino-acid metabolism, unspecified",,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7100,,Maple-syrup-urine disease,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7100,,Maple-syrup-urine disease,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7100,,Maple-syrup-urine disease,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7100,,Maple-syrup-urine disease,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7100,,Maple-syrup-urine disease,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7100,,Maple-syrup-urine disease,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7110,,Other disorders of branched-chain amino-acid metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7110,,Other disorders of branched-chain amino-acid metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7110,,Other disorders of branched-chain amino-acid metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7110,,Other disorders of branched-chain amino-acid metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7110,,Other disorders of branched-chain amino-acid metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7110,,Other disorders of branched-chain amino-acid metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E711A,,Hyperleucine-isoleucinaemia,,COMPL,10C16,False,Metabolic disturbance,swe
E711A,,Hyperleucine-isoleucinaemia,,DGCAT,10M03,False,Inborn error of metabolism,swe
E711A,,Hyperleucine-isoleucinaemia,,DGPROP,15X98,False,Other significant problem of neonate,swe
E711A,,Hyperleucine-isoleucinaemia,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E711A,,Hyperleucine-isoleucinaemia,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E711B,,Isovaleric Acidemia (IVA),,COMPL,10C16,False,Metabolic disturbance,swe
E711B,,Isovaleric Acidemia (IVA),,DGCAT,10M03,False,Inborn error of metabolism,swe
E711B,,Isovaleric Acidemia (IVA),,DGPROP,15X98,False,Other significant problem of neonate,swe
E711B,,Isovaleric Acidemia (IVA),,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E711B,,Isovaleric Acidemia (IVA),,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E711C,,Methylmalonic acidemia (MMA),,COMPL,10C16,False,Metabolic disturbance,swe
E711C,,Methylmalonic acidemia (MMA),,DGCAT,10M03,False,Inborn error of metabolism,swe
E711C,,Methylmalonic acidemia (MMA),,DGPROP,15X98,False,Other significant problem of neonate,swe
E711C,,Methylmalonic acidemia (MMA),,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E711C,,Methylmalonic acidemia (MMA),,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E711D,,Propionic acidemia,,COMPL,10C16,False,Metabolic disturbance,swe
E711D,,Propionic acidemia,,DGCAT,10M03,False,Inborn error of metabolism,swe
E711D,,Propionic acidemia,,DGPROP,15X98,False,Other significant problem of neonate,swe
E711D,,Propionic acidemia,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E711D,,Propionic acidemia,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E7120,,"Disorder of branched-chain amino-acid metabolism, unspecified",,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7120,,"Disorder of branched-chain amino-acid metabolism, unspecified",,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7120,,"Disorder of branched-chain amino-acid metabolism, unspecified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7120,,"Disorder of branched-chain amino-acid metabolism, unspecified",,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7120,,"Disorder of branched-chain amino-acid metabolism, unspecified",,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7130,,Disorders of fatty-acid metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7130,,Disorders of fatty-acid metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7130,,Disorders of fatty-acid metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7130,,Disorders of fatty-acid metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7130,,Disorders of fatty-acid metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E713A,,Disorders of the carnitine cycle,,DGCAT,10M03,False,Inborn error of metabolism,swe
E713A,,Disorders of the carnitine cycle,,DGPROP,15X98,False,Other significant problem of neonate,swe
E713A,,Disorders of the carnitine cycle,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E713A,,Disorders of the carnitine cycle,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E713B,,Mitochondrial Beta Oxidation Defects,,DGCAT,10M03,False,Inborn error of metabolism,swe
E713B,,Mitochondrial Beta Oxidation Defects,,DGPROP,15X98,False,Other significant problem of neonate,swe
E713B,,Mitochondrial Beta Oxidation Defects,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E713B,,Mitochondrial Beta Oxidation Defects,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E713C,,Acyl CoA Dehydrogenase Deficiency,,DGCAT,10M03,False,Inborn error of metabolism,swe
E713C,,Acyl CoA Dehydrogenase Deficiency,,DGPROP,15X98,False,Other significant problem of neonate,swe
E713C,,Acyl CoA Dehydrogenase Deficiency,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E713C,,Acyl CoA Dehydrogenase Deficiency,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E713D,,Adrenoleukodystrophy,,DGCAT,10M03,False,Inborn error of metabolism,swe
E713D,,Adrenoleukodystrophy,,DGPROP,15X98,False,Other significant problem of neonate,swe
E713D,,Adrenoleukodystrophy,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E713D,,Adrenoleukodystrophy,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E7200,,Disorders of amino-acid transport,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7200,,Disorders of amino-acid transport,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7200,,Disorders of amino-acid transport,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7200,,Disorders of amino-acid transport,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7200,,Disorders of amino-acid transport,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7200,,Disorders of amino-acid transport,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E720A,,Cystinosis,,COMPL,10C16,False,Metabolic disturbance,swe
E720A,,Cystinosis,,DGCAT,10M03,False,Inborn error of metabolism,swe
E720A,,Cystinosis,,DGPROP,15X98,False,Other significant problem of neonate,swe
E720A,,Cystinosis,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E720A,,Cystinosis,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E720B,,Cystinuria,,COMPL,10C16,False,Metabolic disturbance,swe
E720B,,Cystinuria,,DGCAT,10M03,False,Inborn error of metabolism,swe
E720B,,Cystinuria,,DGPROP,15X98,False,Other significant problem of neonate,swe
E720B,,Cystinuria,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E720B,,Cystinuria,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E720C,,Fanconi's syndrome,,COMPL,10C16,False,Metabolic disturbance,swe
E720C,,Fanconi's syndrome,,DGCAT,10M03,False,Inborn error of metabolism,swe
E720C,,Fanconi's syndrome,,DGPROP,15X98,False,Other significant problem of neonate,swe
E720C,,Fanconi's syndrome,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E720C,,Fanconi's syndrome,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E7210,,Disorders of sulfur-bearing amino-acid metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7210,,Disorders of sulfur-bearing amino-acid metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7210,,Disorders of sulfur-bearing amino-acid metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7210,,Disorders of sulfur-bearing amino-acid metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7210,,Disorders of sulfur-bearing amino-acid metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7210,,Disorders of sulfur-bearing amino-acid metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7220,,Disorders of urea cycle metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7220,,Disorders of urea cycle metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7220,,Disorders of urea cycle metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7220,,Disorders of urea cycle metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7220,,Disorders of urea cycle metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7220,,Disorders of urea cycle metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E722A,,Argininemia,,COMPL,10C16,False,Metabolic disturbance,swe
E722A,,Argininemia,,DGCAT,10M03,False,Inborn error of metabolism,swe
E722A,,Argininemia,,DGPROP,15X98,False,Other significant problem of neonate,swe
E722A,,Argininemia,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E722A,,Argininemia,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E722B,,Argininosuccinic aciduria,,COMPL,10C16,False,Metabolic disturbance,swe
E722B,,Argininosuccinic aciduria,,DGCAT,10M03,False,Inborn error of metabolism,swe
E722B,,Argininosuccinic aciduria,,DGPROP,15X98,False,Other significant problem of neonate,swe
E722B,,Argininosuccinic aciduria,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E722B,,Argininosuccinic aciduria,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E722C,,Citrullinemia,,COMPL,10C16,False,Metabolic disturbance,swe
E722C,,Citrullinemia,,DGCAT,10M03,False,Inborn error of metabolism,swe
E722C,,Citrullinemia,,DGPROP,15X98,False,Other significant problem of neonate,swe
E722C,,Citrullinemia,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E722C,,Citrullinemia,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E722D,,Hyperammonemi,,COMPL,10C16,False,Metabolic disturbance,swe
E722D,,Hyperammonemi,,DGCAT,10M03,False,Inborn error of metabolism,swe
E722D,,Hyperammonemi,,DGPROP,15X98,False,Other significant problem of neonate,swe
E722D,,Hyperammonemi,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E722D,,Hyperammonemi,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E7230,,Disorders of lysine and hydroxylysine metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7230,,Disorders of lysine and hydroxylysine metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7230,,Disorders of lysine and hydroxylysine metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7230,,Disorders of lysine and hydroxylysine metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7230,,Disorders of lysine and hydroxylysine metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7230,,Disorders of lysine and hydroxylysine metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7240,,Disorders of ornithine metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7240,,Disorders of ornithine metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7240,,Disorders of ornithine metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7240,,Disorders of ornithine metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7240,,Disorders of ornithine metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7240,,Disorders of ornithine metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7250,,Disorders of glycine metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7250,,Disorders of glycine metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7250,,Disorders of glycine metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7250,,Disorders of glycine metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7250,,Disorders of glycine metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7250,,Disorders of glycine metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7280,,Other specified disorders of amino-acid metabolism,,COMPL,10C16,False,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
E7280,,Other specified disorders of amino-acid metabolism,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7280,,Other specified disorders of amino-acid metabolism,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7280,,Other specified disorders of amino-acid metabolism,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7280,,Other specified disorders of amino-acid metabolism,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7280,,Other specified disorders of amino-acid metabolism,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7290,,"Disorder of amino-acid metabolism, unspecified",,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7290,,"Disorder of amino-acid metabolism, unspecified",,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7290,,"Disorder of amino-acid metabolism, unspecified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7290,,"Disorder of amino-acid metabolism, unspecified",,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7290,,"Disorder of amino-acid metabolism, unspecified",,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E7300,,Lactose intolerance,,DGCAT,10M03,False,Inborn error of metabolism,est/swe/lat/ice/den/fin/nor
E7300,,Lactose intolerance,,DGPROP,10X99,False,"Endocrine, nutritional and metabolic diseases and disorders",nor
E7300,,Lactose intolerance,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
E7300,,Lactose intolerance,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/den/fin/nor
E7300,,Lactose intolerance,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",est/swe/lat/ice/fin
E730A,,Congenital lactase deficiency,,DGCAT,10M03,False,Inborn error of metabolism,swe
E730A,,Congenital lactase deficiency,,DGPROP,15X98,False,Other significant problem of neonate,swe
E730A,,Congenital lactase deficiency,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E730A,,Congenital lactase deficiency,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E730B,,Primary lactase deficiency,,DGCAT,10M03,False,Inborn error of metabolism,swe
E730B,,Primary lactase deficiency,,DGPROP,15X98,False,Other significant problem of neonate,swe
E730B,,Primary lactase deficiency,,MDC,10,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E730B,,Primary lactase deficiency,,SDGPRO,10K99,False,"Endocrine, nutritional and metabolic diseases and disorders",swe
E7310,,Secondary lactase deficiency,,DGCAT,06M08,False,"Esophagitis, gastroenteritis and miscellaneous digestive disorders",est/swe/lat/ice/den/fin/nor
E7310,,Secondary lactase deficiency,,DGPROP,06X99,False,Diseases and disorders of the digestive system,nor
E7310,,Secondary lactase deficiency,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
