compl,inclprop,varval_text_comb,nat_ver
07G19,,Cholangitis- major CC,est/swe/lat/ice/den/fin/nor
07G20,,Acute necrosis of liver- major CC,est/swe/lat/ice/den/fin/nor
07G22,,Hepatobiliary anomaly- major CC,est/swe/lat/ice/den/fin/nor
08C01,,Myositis or tendinitis,est/swe/lat/ice/den/fin/nor
08C02,,Arteritis in connective tissue disease,est/swe/lat/ice/den/fin/nor
08C03,,Fracture of femur,est/swe/lat/ice/den/fin/nor
08C05,,Pelvic fracture,est/swe/lat/ice/den/fin/nor
08C07,,Pyogenic arthritis,est/swe/lat/ice/den/fin/nor
08C08,,Osteopathy,est/swe/lat/ice/den/fin/nor
08C09,,Pathologic fracture,est/swe/lat/ice/den/fin/nor
08C10,,Complicated rheumatoid arthritis,est/swe/lat/ice/den/fin/nor
08C11,,SLE,est/swe/lat/ice/den/fin/nor
08C12,,Dermatopolymyositis,est/swe/lat/ice/den/fin/nor
08C13,,Systemic sclerosis,est/swe/lat/ice/den/fin/nor
08C14,,Other diffuse connective tissue diseases,est/swe/lat/ice/den/fin/nor
08C15,,Postlaminectomy syndrome,est/swe/lat/ice/den/fin/nor
08C16,,Torticollis,est/swe/lat/ice/den/fin/nor
08C17,,Mal/nonunion of fracture,est/swe/lat/ice/den/fin/nor
08C18,,Psoriatic arthropathy,est/swe/lat/ice/den/fin/nor
08C19,,Fracture of cervical vertebra,est/swe/lat/ice/den/fin/nor
08C20,,Fracture of other vertebra,est/swe/lat/ice/den/fin/nor
08C21,,Dislocation of cervical vertebra,est/swe/lat/ice/den/fin/nor
08C22,,Musculosceletal malignancy,est/swe/lat/ice/den/fin/nor
08C23,,Connective tissue malignancy,est/swe/lat/ice/den/fin/nor
08C24,,Skeletal system anomaly,est/swe/lat/ice/den/fin/nor
08C25,,Reactive arthritis,est/swe/lat/ice/den/fin/nor
08C30,,Traumatic rupture of intervertebral disc,est/swe/lat/ice/den/fin/nor
08C80,,Haemarthrosis,est/swe/lat/ice/den/fin/nor
08C81,,Traumatic ischaemia of muscle,est/swe/lat/ice/den/fin/nor
08G01,,Myositis or tendinitis- major CC,est/swe/lat/ice/den/fin/nor
08G02,,Arteritis in connective tissue disease- major CC,est/swe/lat/ice/den/fin/nor
08G03,,Fracture of femur- major CC,est/swe/lat/ice/den/fin/nor
08G05,,Pelvic fracture- major CC,est/swe/lat/ice/den/fin/nor
08G07,,Pyogenic arthritis- major CC,est/swe/lat/ice/den/fin/nor
08G08,,Osteopathy- major CC,est/swe/lat/ice/den/fin/nor
08G09,,Pathologic fracture- major CC,est/swe/lat/ice/den/fin/nor
08G10,,Complicated rheumatoid arthritis- major CC,est/swe/lat/ice/den/fin/nor
08G11,,SLE- major CC,est/swe/lat/ice/den/fin/nor
08G12,,Dermatopolymyositis- major CC,est/swe/lat/ice/den/fin/nor
08G13,,Systemic sclerosis- major CC,est/swe/lat/ice/den/fin/nor
08G14,,Other diffuse connective tissue diseases- major CC,est/swe/lat/ice/den/fin/nor
08G15,,Postlaminectomy syndrome- major CC,est/swe/lat/ice/den/fin/nor
08G16,,Torticollis- major CC,est/swe/lat/ice/den/fin/nor
08G17,,Mal/nonunion of fracture- major CC,est/swe/lat/ice/den/fin/nor
08G18,,Psoriatic arthropathy- major CC,est/swe/lat/ice/den/fin/nor
08G19,,Fracture of cervical vertebra- major CC,est/swe/lat/ice/den/fin/nor
08G20,,Fracture of other vertebra- major CC,est/swe/lat/ice/den/fin/nor
08G21,,Dislocation of cervical vertebra- major CC,est/swe/lat/ice/den/fin/nor
08G22,,Musculosceletal malignancy- major CC,est/swe/lat/ice/den/fin/nor
08G23,,Connective tissue malignancy- major CC,est/swe/lat/ice/den/fin/nor
08G24,,Skeletal system anomaly- major CC,est/swe/lat/ice/den/fin/nor
08G25,,Reactive arthritis- major CC,est/swe/lat/ice/den/fin/nor
08G30,,Traumatic rupture of intervertebral disc- major CC,est/swe/lat/ice/den/fin/nor
08G80,,Haemarthrosis- major CC,est/swe/lat/ice/den/fin/nor
08G81,,Traumatic ischaemia of muscle- major CC,est/swe/lat/ice/den/fin/nor
08I05,08X01,"Pelvic fracture, needs activation",est/swe/lat/ice/den/fin/nor
09C01,,Open wound of chest,est/swe/lat/ice/den/fin/nor
09C02,,Impetigo,est/swe/lat/ice/den/fin/nor
09C03,,Pilonidal cys with abscess,est/swe/lat/ice/den/fin/nor
09C04,,Cellulitis,est/swe/lat/ice/den/fin/nor
09C05,,Decubitus ulcer,swe/lat/ice/den/nor
09C06,,Chronic ulcer of leg,est/swe/lat/ice/den/fin/nor
09C07,,Pemfigus or pemfigoid,est/swe/lat/ice/den/fin/nor
09C08,,Toxic erythema,est/swe/lat/ice/den/fin/nor
09C09,,Skin mucosis,est/swe/lat/ice/den/fin/nor
09G01,,Open wound of chest- major CC,est/swe/lat/ice/den/fin/nor
09G02,,Impetigo- major CC,est/swe/lat/ice/den/fin/nor
09G03,,Pilonidal cys with abscess- major CC,est/swe/lat/ice/den/fin/nor
09G04,,Cellulitis- major CC,est/swe/lat/ice/den/fin/nor
09G05,,Decubitus ulcer- major CC,swe/lat/ice/den/nor
09G06,,Chronic ulcer of leg- major CC,est/swe/lat/ice/den/fin/nor
09G07,,Pemfigus or pemfigoid- major CC,est/swe/lat/ice/den/fin/nor
09G08,,Toxic erythema- major CC,est/swe/lat/ice/den/fin/nor
09G09,,Skin mucosis- major CC,est/swe/lat/ice/den/fin/nor
10C01,,Cystic fibrosis,est/swe/lat/ice/den/fin/nor
10C02,,Complicated diabetes,est/swe/lat/ice/den/fin/nor
10C03,,Cushing syndrome,est/swe/lat/ice/den/fin/nor
10C04,,Other adrenal dysfunction,est/swe/lat/ice/den/fin/nor
10C05,,Hypoglycemic coma,est/swe/lat/ice/den/fin/nor
10C06,,Postsurgical hypoglycemia,est/swe/lat/ice/den/fin/nor
10C07,,Hypoparathyroidism,est/swe/lat/ice/den/fin/nor
10C08,,Thyreotoxicosis,est/swe/lat/ice/den/fin/nor
10C09,,Severe malnutrition,est/swe/lat/ice/den/fin/nor
10C10,,Fluid and acid-base unbalance,est/swe/lat/ice/den/fin/nor
10C11,,Tetany,est/swe/lat/ice/den/fin/nor
10C12,,Carcinoid syndrome,est/swe/lat/ice/den/fin/nor
10C13,,Panhypopituitarism,est/swe/lat/ice/den/fin/nor
10C14,,Diabetes insipidus,est/swe/lat/ice/den/fin/nor
10C15,,Endocrine malignancy,est/swe/lat/ice/den/fin/nor
10C16,,Metabolic disturbance,est/swe/lat/ice/den/fin/nor
10C80,,Deficiency of vitamin K,est/swe/lat/ice/den/fin/nor
10G01,,Cystic fibrosis- major CC,est/swe/lat/ice/den/fin/nor
10G02,,Complicated diabetes- major CC,est/swe/lat/ice/den/fin/nor
10G03,,Cushing syndrome- major CC,est/swe/lat/ice/den/fin/nor
10G04,,Other adrenal dysfunction- major CC,est/swe/lat/ice/den/fin/nor
10G05,,Hypoglycemic coma- major CC,est/swe/lat/ice/den/fin/nor
10G06,,Postsurgical hypoglycemia- major CC,est/swe/lat/ice/den/fin/nor
10G07,,Hypoparathyroidism- major CC,est/swe/lat/ice/den/fin/nor
10G08,,Thyreotoxicosis- major CC,est/swe/lat/ice/den/fin/nor
10G09,,Severe malnutrition- major CC,est/swe/lat/ice/den/fin/nor
10G10,,Fluid and acid-base unbalance- major CC,est/swe/lat/ice/den/fin/nor
10G11,,Tetany- major CC,est/swe/lat/ice/den/fin/nor
10G12,,Carcinoid syndrome- major CC,est/swe/lat/ice/den/fin/nor
10G13,,Panhypopituitarism- major CC,est/swe/lat/ice/den/fin/nor
10G14,,Diabetes insipidus- major CC,est/swe/lat/ice/den/fin/nor
10G15,,Endocrine malignancy- major CC,est/swe/lat/ice/den/fin/nor
10G16,,Metabolic disturbance- major CC,est/swe/lat/ice/den/fin/nor
10G80,,Deficiency of vitamin K- major CC,est/swe/lat/ice/den/fin/nor
10I10,19X01,"Fluid and acid-base unbalance, needs activation",est/swe/lat/ice/den/fin/nor
11C01,,Secondary malignancy of urinary tract,est/swe/lat/ice/den/fin/nor
11C02,,Malignant neoplasm of kidney,est/swe/lat/ice/den/fin/nor
11C03,,Malignant neoplasm of other parts of urinary tract,est/swe/lat/ice/den/fin/nor
11C04,,Tuberculosis of urinary tract,est/swe/lat/ice/den/fin/nor
11C05,,Genitourinary tuberculosis,est/swe/lat/ice/den/fin/nor
11C06,,Kidney transplant status,est/swe/lat/ice/den/fin/nor
11C07,,Cystitits,est/swe/lat/ice/den/fin/nor
11C08,,Acute renal isufficiency,est/swe/lat/ice/den/fin/nor
11C09,,Acute or complicated pyelonephritis,est/swe/lat/ice/den/fin/nor
11C10,,Ureter stone,est/swe/lat/ice/den/fin/nor
11C11,,Uretrhral abscess,est/swe/lat/ice/den/fin/nor
11C12,,Urinary tract infection NOS,est/swe/lat/ice/den/fin/nor
11C13,,Hydroureter,est/swe/lat/ice/den/fin/nor
11C14,,Vesical fistula,est/swe/lat/ice/den/fin/nor
11C15,,"Bladder ruptura, nontraumatic",est/swe/lat/ice/den/fin/nor
11C16,,Traumatic or postoperational urethral stricture,est/swe/lat/ice/den/fin/nor
11C17,,Obstructive or reflux uropathy,est/swe/lat/ice/den/fin/nor
11C18,,Hematuria,est/swe/lat/ice/den/fin/nor
11C19,,Nephritis or nephrosis,est/swe/lat/ice/den/fin/nor
11C20,,Retention of urine,est/swe/lat/ice/den/fin/nor
11C21,,Chyluria,est/swe/lat/ice/den/fin/nor
11C22,,Myoglonuria,est/swe/lat/ice/den/fin/nor
11C24,,Injury of bladder or urethra,est/swe/lat/ice/den/fin/nor
11C26,,Complication of transplant of graft in genitourinary tract,est/swe/lat/ice/den/fin/nor
11C27,,Urinary system anomaly,est/swe/lat/ice/den/fin/nor
11C80,,Renal tubulo-interstitial disorders in transplant rejection (T86.-+),est/swe/lat/ice/den/fin/nor
11G01,,Secondary malignancy of urinary tract- major CC,est/swe/lat/ice/den/fin/nor
11G02,,Malignant neoplasm of kidney- major CC,est/swe/lat/ice/den/fin/nor
11G03,,Malignant neoplasm of other parts of urinary tract- major CC,est/swe/lat/ice/den/fin/nor
11G04,,Tuberculosis of urinary tract- major CC,est/swe/lat/ice/den/fin/nor
11G05,,Genitourinary tuberculosis- major CC,est/swe/lat/ice/den/fin/nor
11G06,,Kidney transplant status- major CC,est/swe/lat/ice/den/fin/nor
11G07,,Cystitits- major CC,est/swe/lat/ice/den/fin/nor
11G08,,Acute renal isufficiency- major CC,est/swe/lat/ice/den/fin/nor
11G09,,Acute or complicated pyelonephritis- major CC,est/swe/lat/ice/den/fin/nor
11G10,,Ureter stone- major CC,est/swe/lat/ice/den/fin/nor
11G11,,Uretrhral abscess- major CC,est/swe/lat/ice/den/fin/nor
11G12,,Urinary tract infection NOS- major CC,est/swe/lat/ice/den/fin/nor
11G13,,Hydroureter- major CC,est/swe/lat/ice/den/fin/nor
11G14,,Vesical fistula- major CC,est/swe/lat/ice/den/fin/nor
11G15,,"Bladder ruptura, nontraumatic- major CC",est/swe/lat/ice/den/fin/nor
11G16,,Traumatic or postoperational urethral stricture- major CC,est/swe/lat/ice/den/fin/nor
11G17,,Obstructive or reflux uropathy- major CC,est/swe/lat/ice/den/fin/nor
11G18,,Hematuria- major CC,est/swe/lat/ice/den/fin/nor
11G19,,Nephritis or nephrosis- major CC,est/swe/lat/ice/den/fin/nor
11G20,,Retention of urine- major CC,est/swe/lat/ice/den/fin/nor
11G21,,Chyluria- major CC,est/swe/lat/ice/den/fin/nor
11G22,,Myoglonuria- major CC,est/swe/lat/ice/den/fin/nor
11G24,,Injury of bladder or urethra- major CC,est/swe/lat/ice/den/fin/nor
11G26,,Complication of transplant of graft in genitourinary tract- major CC,est/swe/lat/ice/den/fin/nor
11G27,,Urinary system anomaly- major CC,est/swe/lat/ice/den/fin/nor
11G80,,Renal tubulo-interstitial disorders in transplant rejection (T86.-+)- major CC,est/swe/lat/ice/den/fin/nor
12C01,,Tuberculosis of male genital organs,est/swe/lat/ice/den/fin/nor
12C02,,Prostatic inflammation,est/swe/lat/ice/den/fin/nor
12C03,,Infected hydrocele,est/swe/lat/ice/den/fin/nor
12C04,,Orchitis with abscess,est/swe/lat/ice/den/fin/nor
12C05,,Circulatory problem of male genital organs,est/swe/lat/ice/den/fin/nor
12G01,,Tuberculosis of male genital organs- major CC,est/swe/lat/ice/den/fin/nor
12G02,,Prostatic inflammation- major CC,est/swe/lat/ice/den/fin/nor
12G03,,Infected hydrocele- major CC,est/swe/lat/ice/den/fin/nor
12G04,,Orchitis with abscess- major CC,est/swe/lat/ice/den/fin/nor
12G05,,Circulatory problem of male genital organs- major CC,est/swe/lat/ice/den/fin/nor
13C01,,Tuberculosis of female genital organs,est/swe/lat/ice/den/fin/nor
13C02,,Acute inflammation of uterus/adenex,est/swe/lat/ice/den/fin/nor
13C03,,Abscess of vulva or Bartholin's gland,est/swe/lat/ice/den/fin/nor
13C04,,Broad ligament hematoma,est/swe/lat/ice/den/fin/nor
13C05,,Fistel to female vaginal fistel,est/swe/lat/ice/den/fin/nor
13G01,,Tuberculosis of female genital organs- major CC,est/swe/lat/ice/den/fin/nor
13G02,,Acute inflammation of uterus/adenex- major CC,est/swe/lat/ice/den/fin/nor
13G03,,Abscess of vulva or Bartholin's gland- major CC,est/swe/lat/ice/den/fin/nor
13G04,,Broad ligament hematoma- major CC,est/swe/lat/ice/den/fin/nor
13G05,,Fistel to female vaginal fistel- major CC,est/swe/lat/ice/den/fin/nor
14C01,,Postabortion complication,est/swe/lat/ice/den/fin/nor
14C02,,Threatend abortion,est/swe/lat/ice/den/fin/nor
14C04,,Obstetric rupture,est/swe/lat/ice/den/fin/nor
14C05,,Other complication of delivery,est/swe/lat/ice/den/fin/nor
14C06,,Hemorrahage complicating pregnancy,est/swe/lat/ice/den/fin/nor
14C07,,Toxemia/preeclampsia,est/swe/lat/ice/den/fin/nor
14C08,,Genitourinary tract infection during pregnancy,est/swe/lat/ice/den/fin/nor
14C09,,Thrombophlebitis in pregnancy,est/swe/lat/ice/den/fin/nor
14C10,,Abortion,est/swe/lat/ice/den/fin/nor
14C11,,Liver disease in pregnancy,est/swe/lat/ice/den/fin/nor
14C12,,Other infections complicating pregnancy,est/swe/lat/ice/den/fin/nor
14C13,,Diabetes in pregnancy,est/swe/lat/ice/den/fin/nor
14C14,,Postpartym coagulation deficiency,est/swe/lat/ice/den/fin/nor
14C15,,Pulmonary complication of pregnancy,est/swe/lat/ice/den/fin/nor
14C16,,Heart complication of pregnancy,est/swe/lat/ice/den/fin/nor
14C17,,Central nervous system complication of pregnancy,est/swe/lat/ice/den/fin/nor
14C18,,Anesthetic complication of pregnancy,est/swe/lat/ice/den/fin/nor
14C19,,Obstetric embolism,est/swe/lat/ice/den/fin/nor
14C20,,Obstetric wound complication,est/swe/lat/ice/den/fin/nor
14C21,,Supervision  of high-risk pregnancy,est/swe/lat/ice/den/fin/nor
14C22,,Complications of fertility procedures,est/swe/lat/ice/den/fin/nor
14C23,,Extrauterine gravidity,est/swe/lat/ice/den/fin/nor
14G01,,Postabortion complication- major CC,est/swe/lat/ice/den/fin/nor
14G02,,Threatend abortion- major CC,est/swe/lat/ice/den/fin/nor
14G04,,Obstetric rupture- major CC,est/swe/lat/ice/den/fin/nor
14G05,,Other complication of delivery- major CC,est/swe/lat/ice/den/fin/nor
14G06,,Hemorrahage complicating pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G07,,Toxemia/preeclampsia- major CC,est/swe/lat/ice/den/fin/nor
14G08,,Genitourinary tract infection during pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G09,,Thrombophlebitis in pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G10,,Abortion- major CC,est/swe/lat/ice/den/fin/nor
14G11,,Liver disease in pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G12,,Other infections complicating pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G13,,Diabetes in pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G14,,Postpartym coagulation deficiency- major CC,est/swe/lat/ice/den/fin/nor
14G15,,Pulmonary complication of pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G16,,Heart complication of pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G17,,Central nervous system complication of pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G18,,Anesthetic complication of pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G19,,Obstetric embolism- major CC,est/swe/lat/ice/den/fin/nor
14G20,,Obstetric wound complication- major CC,est/swe/lat/ice/den/fin/nor
14G21,,Supervision  of high-risk pregnancy- major CC,est/swe/lat/ice/den/fin/nor
14G22,,Complications of fertility procedures- major CC,est/swe/lat/ice/den/fin/nor
14G23,,Extrauterine gravidity- major CC,est/swe/lat/ice/den/fin/nor
15C01,,Neonatal complication,est/swe/lat/ice/den/fin/nor
15G01,,Neonatal complication- major CC,est/swe/lat/ice/den/fin/nor
16C01,,Sarcoidosis,est/swe/lat/ice/den/fin/nor
16C02,,Abscess of thymus,est/swe/lat/ice/den/fin/nor
16C03,,Severe immunoglobulindeficiency,est/swe/lat/ice/den/fin/nor
16C04,,Complicated anemia,est/swe/lat/ice/den/fin/nor
16C05,,Complicated coagulation disorder,est/swe/lat/ice/den/fin/nor
16C06,,Disorder of granulocytes,est/swe/lat/ice/den/fin/nor
16C07,,Acute posthemorrhagic anemia,est/swe/lat/ice/den/fin/nor
16G01,,Sarcoidosis- major CC,est/swe/lat/ice/den/fin/nor
16G02,,Abscess of thymus- major CC,est/swe/lat/ice/den/fin/nor
16G03,,Severe immunoglobulindeficiency- major CC,est/swe/lat/ice/den/fin/nor
16G04,,Complicated anemia- major CC,est/swe/lat/ice/den/fin/nor
16G05,,Complicated coagulation disorder- major CC,est/swe/lat/ice/den/fin/nor
16G06,,Disorder of granulocytes- major CC,est/swe/lat/ice/den/fin/nor
16G07,,Acute posthemorrhagic anemia- major CC,est/swe/lat/ice/den/fin/nor
17C01,,Disseminated Kaposi's sarcoma,est/swe/lat/ice/den/fin/nor
17C02,,Complicated malignant neoplasm,est/swe/lat/ice/den/fin/nor
17C03,,Malignant neoplasm of lymph nodes,est/swe/lat/ice/den/fin/nor
17C04,,Lymphoma or other and unspecifided malignancy of hematopoetic tissue,est/swe/lat/ice/den/fin/nor
17C05,,Myeloma and leukemia,est/swe/lat/ice/den/fin/nor
17C06,,Macroglobulinemia,est/swe/lat/ice/den/fin/nor
17G01,,Disseminated Kaposi's sarcoma- major CC,est/swe/lat/ice/den/fin/nor
17G02,,Complicated malignant neoplasm- major CC,est/swe/lat/ice/den/fin/nor
17G03,,Malignant neoplasm of lymph nodes- major CC,est/swe/lat/ice/den/fin/nor
17G04,,Lymphoma or other and unspecifided malignancy of hematopoetic tissue- major CC,est/swe/lat/ice/den/fin/nor
17G05,,Myeloma and leukemia- major CC,est/swe/lat/ice/den/fin/nor
17G06,,Macroglobulinemia- major CC,est/swe/lat/ice/den/fin/nor
18C01,,Complicated gonococcal infection,est/swe/lat/ice/den/fin/nor
18C02,,"Measlas, complicated",est/swe/lat/ice/den/fin/nor
18C03,,Complicated syphilis,est/swe/lat/ice/den/fin/nor
18C04,,Candidiosis,est/swe/lat/ice/den/fin/nor
18C05,,Coccicioidomycosis,est/swe/lat/ice/den/fin/nor
18C06,,Histoplasmosis NOS/NEC,est/swe/lat/ice/den/fin/nor
18C07,,Histoplasmosis pneumonia,est/swe/lat/ice/den/fin/nor
18C08,,Other severe mycosis,est/swe/lat/ice/den/fin/nor
18C10,,Other meningococcal infections,est/swe/lat/ice/den/fin/nor
18C11,,Other varicella,est/swe/lat/ice/den/fin/nor
18C12,,"Mumps, complicated",est/swe/lat/ice/den/fin/nor
18C13,,Complicated herpes,est/swe/lat/ice/den/fin/nor
18C14,,Rubella nervous system complication,est/swe/lat/ice/den/fin/nor
18C15,,Pneumocystosis,est/swe/lat/ice/den/fin/nor
18C16,,Complicated  infection or late effect of infectious diasease,est/swe/lat/ice/den/fin/nor
18C17,,Complicated toxoplasmosis,est/swe/lat/ice/den/fin/nor
18C18,,Tuberculosis,est/swe/lat/ice/den/fin/nor
18C19,,Tetanus,est/swe/lat/ice/den/fin/nor
18C20,,Septicemia,est/swe/lat/ice/den/fin/nor
18C21,,Cytomegalovirus infection,est/swe/lat/ice/den/fin/nor
18C22,,HIV infection,est/swe/lat/ice/den/fin/nor
18C23,,Complex malaria,est/swe/lat/ice/den/fin/nor
18C24,,Dengue fever,swe/lat/fin/nor
18C25,,Influenza,est/swe/lat/ice/den/fin/nor
18C80,,Severe sepsis,swe/lat/ice/den/nor/est/fin
18C81,,Septic shock,swe/lat/ice/den/nor
18C90,,Other severe infection,est/swe/lat/ice/den/fin/nor
18C99,,Complicated infection,est/swe/lat/ice/den/fin/nor
18G01,,Complicated gonococcal infection- major CC,est/swe/lat/ice/den/fin/nor
18G02,,"Measlas, complicated- major CC",est/swe/lat/ice/den/fin/nor
18G03,,Complicated syphilis- major CC,est/swe/lat/ice/den/fin/nor
18G04,,Candidiosis- major CC,est/swe/lat/ice/den/fin/nor
18G05,,Coccicioidomycosis- major CC,est/swe/lat/ice/den/fin/nor
18G06,,Histoplasmosis NOS/NEC- major CC,est/swe/lat/ice/den/fin/nor
18G07,,Histoplasmosis pneumonia- major CC,est/swe/lat/ice/den/fin/nor
18G08,,Other severe mycosis- major CC,est/swe/lat/ice/den/fin/nor
18G10,,Other meningococcal infections- major CC,est/swe/lat/ice/den/fin/nor
18G11,,Other varicella- major CC,est/swe/lat/ice/den/fin/nor
18G12,,"Mumps, complicated- major CC",est/swe/lat/ice/den/fin/nor
18G13,,Complicated herpes- major CC,est/swe/lat/ice/den/fin/nor
18G14,,Rubella nervous system complication- major CC,est/swe/lat/ice/den/fin/nor
18G15,,Pneumocystosis- major CC,est/swe/lat/ice/den/fin/nor
18G16,,Complicated  infection or late effect of infectious diasease- major CC,est/swe/lat/ice/den/fin/nor
18G17,,Complicated toxoplasmosis- major CC,est/swe/lat/ice/den/fin/nor
18G18,,Tuberculosis- major CC,est/swe/lat/ice/den/fin/nor
18G19,,Tetanus- major CC,est/swe/lat/ice/den/fin/nor
18G20,,Septicemia- major CC,est/swe/lat/ice/den/fin/nor
18G21,,Cytomegalovirus infection- major CC,est/swe/lat/ice/den/fin/nor
18G22,,HIV infection- major CC,est/swe/lat/ice/den/fin/nor
18G23,,Complex malaria- major CC,est/swe/lat/ice/den/fin/nor
18G24,,Dengue fever- major CC,swe/lat/fin/nor
18G25,,Influenza- major CC,est/swe/lat/ice/den/fin/nor
18G80,,Severe sepsis- major CC,swe/lat/ice/den/nor/est/fin
18G81,,Septic shock- major CC,swe/lat/ice/den/nor
18G90,,Other severe infection- major CC,est/swe/lat/ice/den/fin/nor
18G99,,Complicated infection- major CC,est/swe/lat/ice/den/fin/nor
19C01,,Hallucinations,est/swe/lat/ice/den/fin/nor
19C02,,Psychoses,est/swe/lat/ice/den/fin/nor
19C03,,Anorexia nervosa,est/swe/lat/ice/den/fin/nor
19C04,,Psychosis associated with alcohol and drug abuse,est/swe/lat/ice/den/fin/nor
19C05,,Dementia,est/swe/lat/ice/den/fin/nor
19C07,,Other psychiatric problems,est/swe/lat/ice/den/fin/nor
19G01,,Hallucinations- major CC,est/swe/lat/ice/den/fin/nor
19G02,,Psychoses- major CC,est/swe/lat/ice/den/fin/nor
19G03,,Anorexia nervosa- major CC,est/swe/lat/ice/den/fin/nor
19G04,,Psychosis associated with alcohol and drug abuse- major CC,est/swe/lat/ice/den/fin/nor
19G05,,Dementia- major CC,est/swe/lat/ice/den/fin/nor
19G07,,Other psychiatric problems- major CC,est/swe/lat/ice/den/fin/nor
20C01,,Abuse,est/swe/lat/ice/den/fin/nor
20C02,,Psyciatric maltreatment,est/swe/lat/ice/den/fin/nor
20G01,,Abuse- major CC,est/swe/lat/ice/den/fin/nor
20G02,,Psyciatric maltreatment- major CC,est/swe/lat/ice/den/fin/nor
21C01,,Early complications of trauma,est/swe/lat/ice/den/fin/nor
21C02,,Complication of surgical or other procedure,est/swe/lat/ice/den/fin/nor
21C03,,Postoperative shock,est/swe/lat/ice/den/fin/nor
21C04,,Hemorrahage complicating procedure,est/swe/lat/ice/den/fin/nor
21C07,,Crushing injury of face,est/swe/lat/ice/den/fin/nor
21C08,,Injury of vessels,est/swe/lat/ice/den/fin/nor
21C09,,Injury of abdominal vessels,est/swe/lat/ice/den/fin/nor
21C10,,Amputation,est/swe/lat/ice/den/fin/nor
21C11,,Crushing injury of neck,est/swe/lat/ice/den/fin/nor
21C12,,"Crushing injury, multiple site",est/swe/lat/ice/den/fin/nor
21C13,,Complication of orthopaedic device,est/swe/lat/ice/den/fin/nor
21C14,,Upper extremity trauma,est/swe/lat/ice/den/fin/nor
21C15,,Injury on upper extremity vessels,est/swe/lat/ice/den/fin/nor
21C16,,Lower extremity trauma,est/swe/lat/ice/den/fin/nor
21C17,,Injury on lower extremity vessels,est/swe/lat/ice/den/fin/nor
21C18,,Unspecified intoxication,est/swe/lat/ice/den/fin/nor
21C19,,Asphyxiation or drowning,est/swe/lat/ice/den/fin/nor
21C20,,Anaphylactic schock,est/swe/lat/ice/den/fin/nor
21C21,,Infusion or injection complication,est/swe/lat/ice/den/fin/nor
21C22,,Transplant rejection,est/swe/lat/ice/den/fin/nor
21C80,,Heatstroke and sunstroke,est/swe/lat/ice/den/fin/nor
21C81,,Immersion hand and foot,est/swe/lat/ice/den/fin/nor
21C82,,Caisson disease [decompression sickness],est/swe/lat/ice/den/fin/nor
21G01,,Early complications of trauma- major CC,est/swe/lat/ice/den/fin/nor
21G02,,Complication of surgical or other procedure- major CC,est/swe/lat/ice/den/fin/nor
21G03,,Postoperative shock- major CC,est/swe/lat/ice/den/fin/nor
21G04,,Hemorrahage complicating procedure- major CC,est/swe/lat/ice/den/fin/nor
21G07,,Crushing injury of face- major CC,est/swe/lat/ice/den/fin/nor
21G08,,Injury of vessels- major CC,est/swe/lat/ice/den/fin/nor
21G09,,Injury of abdominal vessels- major CC,est/swe/lat/ice/den/fin/nor
21G10,,Amputation- major CC,est/swe/lat/ice/den/fin/nor
21G11,,Crushing injury of neck- major CC,est/swe/lat/ice/den/fin/nor
21G12,,"Crushing injury, multiple site- major CC",est/swe/lat/ice/den/fin/nor
21G13,,Complication of orthopaedic device- major CC,est/swe/lat/ice/den/fin/nor
21G14,,Upper extremity trauma- major CC,est/swe/lat/ice/den/fin/nor
21G15,,Injury on upper extremity vessels- major CC,est/swe/lat/ice/den/fin/nor
21G16,,Lower extremity trauma- major CC,est/swe/lat/ice/den/fin/nor
21G17,,Injury on lower extremity vessels- major CC,est/swe/lat/ice/den/fin/nor
21G18,,Unspecified intoxication- major CC,est/swe/lat/ice/den/fin/nor
21G19,,Asphyxiation or drowning- major CC,est/swe/lat/ice/den/fin/nor
21G20,,Anaphylactic schock- major CC,est/swe/lat/ice/den/fin/nor
21G21,,Infusion or injection complication- major CC,est/swe/lat/ice/den/fin/nor
21G22,,Transplant rejection- major CC,est/swe/lat/ice/den/fin/nor
21G80,,Heatstroke and sunstroke- major CC,est/swe/lat/ice/den/fin/nor
21G81,,Immersion hand and foot- major CC,est/swe/lat/ice/den/fin/nor
21G82,,Caisson disease [decompression sickness]- major CC,est/swe/lat/ice/den/fin/nor
22C01,,Deep burn,est/swe/lat/ice/den/fin/nor
22G01,,Deep burn- major CC,est/swe/lat/ice/den/fin/nor
23C01,,Shock,est/swe/lat/ice/den/fin/nor
23C02,,Dependence on respirator,est/swe/lat/ice/den/fin/nor
23C04,,Compound anomalies,est/swe/lat/ice/den/fin/nor
23C80,,Cachexia,est/swe/lat/ice/den/fin/nor
23G01,,Shock- major CC,est/swe/lat/ice/den/fin/nor
