procprop,varval_text_comb,extens,nat_ver
11E18,Diagnostic endoscopy of lower urinary tract for urinary problems,0.0,est/swe/lat/ice/den/fin/nor
11O01,Puncture of kidney and retroperitoneum,0.0,ice/nor
11O03,Urological fysiological examination,0.0,ice/nor
11O05,Minor lower urinary tract procedures,0.0,ice/nor
11S01,Kidney transplant,1.0,est/swe/lat/ice/den/fin/nor
11S02,"Kidney, ureter or major bladder procedure",1.0,est/swe/lat/ice/den/fin/nor
11S03,Minor bladder procedure,0.0,est/swe/lat/ice/den/fin/nor
11S05,Transurethral procedures (no prostatectomy),0.0,est/swe/lat/ice/den/fin/nor
11S06,Urethra procedures,0.0,est/swe/lat/ice/den/fin/nor
11S07,Other kidney or urinary tract OR procedure,0.0,est/swe/lat/ice/den/fin/nor
11S08,ESWL,0.0,est/swe/lat/ice/den/fin/nor
11S09,Dialysis,0.0,est/swe/lat/ice/den/fin/nor
11S10,Procedures for vesicointestinal fistula,0.0,est/swe/lat/ice/den/fin/nor
11S11,Artificial urethra sphincter procedures,0.0,est/swe/lat/ice/den/fin/nor
11S12,Insertion of hemodialysis catheters,0.0,est/lat/ice/den/fin
11S13,Construction or closure of arteriovenous fistula,0.0,est/swe/lat/ice/den/fin
11S14,Insertion of peritoneal dialysis catheter,0.0,est/swe/lat/ice/den/fin
11S15,Other kidney or urinary tract OR procedure,0.0,est/lat/ice/den/fin
11S16,Insertion of specific hemodialysis catheters,0.0,swe
11S17,Replacement or removal of nerve stimulating device,0.0,swe
11S20,"Transurethral incision of prostate, TIUP",0.0,fin
11S21,Removal of artificial urethral sphincter,0.0,swe
11S90,Blood vessel biopsy,0.0,est/swe/lat/ice/den/fin/nor
11V01,Puncture of kidney and retroperitoneal space,0.0,swe
11V02,Major urogenital intervention,0.0,swe
11V03,Diagnostic physiological urogenital intervention,0.0,swe
11V04,Minor urogenital intervention,0.0,swe
11V05,Check-up of patient with dialysis,0.0,swe
12D31,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 12",0.0,fin
12D32,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 12",0.0,fin
12D61,Diagnostic procedure of periferal vascular system in MDC 12,0.0,fin
12D62,Demanding diagnostic procedure of periferal vascular system in MDC 12,0.0,fin
12E16,Therapeutic endoscopy of urinary tract for male genitourinary problem,0.0,est/swe/lat/ice/den/fin/nor
12E18,Endoscopy of male genital tract,0.0,est/swe/lat/ice/den/fin/nor
12O01,Minor male productive system procedures,0.0,ice/nor
12O02,Biopsy of the prostate,0.0,ice/nor
12S01,"Major pelvic procedure, male",1.0,est/swe/lat/ice/den/fin/nor
12S02,Penis procedure,0.0,est/swe/lat/ice/den/fin/nor
12S03,Testes procedure,0.0,est/swe/lat/ice/den/fin/nor
12S04,Transurethral prostatectomy,0.0,est/swe/lat/ice/den/fin/nor
12S05,Circumcisions,0.0,est/swe/lat/ice/den/fin/nor
12S07,Male sterilization,0.0,est/swe/lat/ice/den/fin/nor
12S08,Other male reproductive system OR procedure,0.0,est/swe/lat/ice/den/fin/nor
12S10,Frenuloplasty on penis,0.0,swe
12V02,Intervention of male genital organs,0.0,swe/fin
13D31,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 13",0.0,fin
13D61,Diagnostic procedure of periferal vascular system in MDC 13,0.0,fin
13D62,Demanding diagnostic procedure of periferal vascular system in MDC 13,0.0,fin
13E10,Colonoscopy for gynecological problems,0.0,est/swe/lat/ice/den/fin/nor
13E18,Endoscopy of lower urinary tract for genitourinary problems in females,0.0,est/swe/lat/ice/den/fin/nor
13E19,Endoscopy of female genital tract for gynecological problem,0.0,est/swe/lat/ice/den/fin/nor
13O01,"Major reproductive medicine outpatient procedure, short therapy",0.0,ice/nor
13O02,Minor reproductive medicine outpatient procedure,0.0,ice/nor
13O03,Gynegological biopsy,0.0,ice/nor
13O04,Other minor gynecologic outpatient procedure,0.0,ice/nor
13O05,"Intervention on embryo, ICSI or other reproductive procedure",0.0,nor
13S01,"Pelvic evisceration, radical hysterctomy or radical vulvectomy",1.0,est/swe/lat/ice/den/fin/nor
13S02,Uterine or adnexal procedure including intervention on embryo or ICSI,0.0,est/swe/lat/ice/den/fin/nor
13S03,Laparoscopy or incisional tubal interruption,0.0,est/swe/lat/ice/den/fin/nor
13S04,"Vagina, cervix or vulva procedure",0.0,est/swe/lat/ice/den/fin/nor
13S05,Female reproductive system reconstructive procedure,0.0,est/swe/lat/ice/den/fin/nor
13S06,"D&C, conization or radio-implant",0.0,est/swe/lat/ice/den/fin/nor
13S07,Endoscopic tubal interruption,0.0,est/swe/lat/ice/den/fin/nor
13S08,Other female reproductive system OR procedure,0.0,est/swe/lat/ice/den/fin/nor
13S09,Intervention on embryo or ICSI,0.0,swe/ice/fin
13S20,Laparatomy,0.0,fin
13S21,Excision or reconstructive operation on female reproductive organs,0.0,swe/ice/fin
13S22,Other uterine or adnexal procedure,0.0,swe/ice/fin
13V01,Major reproductive medicine interventions,0.0,swe
13V02,Minor reproductive medicine interventions,0.0,swe
13V04,Gynecological biopsy,0.0,swe
13V06,Other gynecological intervention,0.0,swe
13V07,Cervix interventions,0.0,swe/nor
14D01,"Diagnostic procedure of head, neck and central nervous system during prenancy",0.0,fin
14D02,"Demanding diagnostic procedure of head, neck and central nervous system during pregnancy",0.0,fin
14D11,Diagnostic procedure of endocrine organs during pregnancy,0.0,fin
14D51,Obstetric diagnostic imiging  procedure,0.0,ice/fin/nor
14D71,Diagnostic procedure of breast during pregnancy,0.0,fin
14D72,Demanding diagnostic procedure of breast during pregnancy,0.0,fin
14E11,Gastroscopy in pregnancy,0.0,est/swe/lat/ice/den/fin/nor
14E19,Puncture of fetus or placenta,0.0,est/swe/lat/ice/den/fin/nor
14O02,Other delivery related procedure,0.0,ice/nor
14O03,Medical abortion,0.0,fin/nor
14O04,Obstetric diagnostic procedure,0.0,nor
14O05,Fetus diagnostics,0.0,nor
14S01,Cesarean section,0.0,est/swe/lat/ice/den/fin/nor
14S02,Sterilization or postpartum D&C,0.0,est/swe/lat/ice/den/fin/nor
14S03,Other obstetric OR procedure,0.0,est/swe/lat/ice/den/fin/nor
14S04,Procedure of normal delivery,0.0,est/swe/lat/ice/den/fin/nor
14S05,OR procedure in abortion,0.0,est/swe/lat/ice/den/fin/nor
14S06,Procedure during delivery,0.0,swe/est
14S11,Procedures for ectopic pregnancy,0.0,est/swe/lat/ice/den/fin/nor
14S90,Significant operation for obstetrical patient,0.0,est/swe/lat/ice/den/fin/nor
14V01,Fetus diagnostics,0.0,swe
14V02,Pharmakolocigal abortion,0.0,swe
14V04,Obstetric ultrasonography,0.0,swe
15S01,Major neonatal operation,0.0,est/swe/lat/ice/den/fin/nor
15S02,Neonatal intensive care procedure,0.0,est/swe/lat/ice/den/fin/nor
15S03,Minor neonatal procedure,0.0,est/swe/lat/ice/den/fin/nor
16D31,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs in MDC 16",0.0,fin
16D62,Demanding diagnostic procedure of periferal vascular system in MDC 16,0.0,fin
16O01,Transfusion of other blood components or aferes,0.0,ice/nor
16O02,Transfusion of erythrocytes or whole blood,0.0,ice/nor
16S01,Splenectomy,1.0,est/swe/lat/ice/den/fin/nor
16S02,Other OR procedure of the blood forming or immunological organs,0.0,est/swe/lat/ice/den/fin/nor
16S10,Percutaneous operation on spleen,0.0,nor
16V02,Transfusion of other blood components,0.0,swe
16V03,Diagnostic test of koagulation,0.0,swe
16V04,Transfusion of erythrocytes or blood,0.0,swe
17E01,Endoscopy of respiratory organs for myeloproliferative disease,0.0,est/swe/lat/ice/den/fin/nor
17E02,Tracheo-bronchial endoscopy for myeloproliferative problems,0.0,est/swe/lat/ice/den/fin/nor
17E04,Therapeutic enteroscpy for myeloproliferative disease,0.0,est/swe/lat/ice/den/fin/nor
17E06,Other therapeutic endoscopy of upper gastrointestinal tract for myeloproliferative diseases,0.0,est/swe/lat/ice/den/fin/nor
17E07,Therapeutic rectoscopy for myeloproliferative disease,0.0,est/swe/lat/ice/den/fin/nor
17E09,Enteroscopy for myeloproliferative disease,0.0,est/swe/lat/ice/den/fin/nor
17E10,Colonoscopy for myeloproliferative disease,0.0,est/swe/lat/ice/den/fin/nor
17E11,Endoscopy of upper respiratory tract for myeloproliferative disease,0.0,est/swe/lat/ice/den/fin/nor
17E12,Rectosigmoideoscopy for myeloproliferative disease,0.0,est/swe/lat/ice/den/fin/nor
17E13,Endoscopic insertion of stent to biliary or pancreas,0.0,est/swe/lat/ice/den/fin/nor
17E14,Other therapeutic endoscopy of biliary tract,0.0,est/swe/lat/ice/den/fin/nor
17E15,Diagnostic endoscopy of biliary tract,0.0,est/swe/lat/ice/den/fin/nor
17E16,Therapeutic endoscopy of urinary tract,0.0,est/swe/lat/ice/den/fin/nor
17E17,Diagnostic endoscopy of upper urinary tract,0.0,est/swe/lat/ice/den/fin/nor
17E18,Endoscopy of lower urinary tract,0.0,est/swe/lat/ice/den/fin/nor
17E19,Endoscopy of female genital tract,0.0,est/swe/lat/ice/den/fin/nor
17O03,Bone marrow aspiration or biopsy,0.0,ice/nor
17S01,Major OR procedure in myeloproliferative diseases and disorders,0.0,est/swe/lat/ice/den/fin/nor
17S03,Allogenic stem cell transplantation,0.0,swe/lat/ice/den/fin/nor
17S04,Other stem cell transplantation,0.0,swe/lat/ice/den/fin/nor
17V01,Major aferesis or blood cell separation,0.0,swe
17V07,Minor aferesis and blood cell separation,0.0,swe
17V08,Bone or bonemarrow biopsy,0.0,swe
19V01,Psychosocial examination,0.0,swe
19V02,Electroconvulsive therapy,0.0,swe
19V04,Antidepressive phototherapy,0.0,swe
19V14,Ketamine therapy,0.0,fin
19V15,Psychiatric neuromodulation treatment,0.0,fin
21D01,"Diagnostic procedure of head, neck and central nervous system for trauma",0.0,fin
21D02,"Demanding diagnostic procedure of head, neck and central nervous system for trauma",0.0,fin
21D21,"Diagnostic procedure of heart, large vessels and other intrathoracal organs for trauma",0.0,fin
21D22,"Demanding diagnostic procedure of heart, large vessels and other intratho",0.0,fin
21D31,"Diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",0.0,fin
21D32,"Demanding diagnostic procedure of abdominal, retroperitoneal and pelvic organs for trauma",0.0,fin
21D41,Diagnostic procedure of musculosceletal system for trauma,0.0,fin
21D42,Demanding diagnostic procedure of musculosceletal system for trauma,0.0,fin
21E02,Tracheo-bronchial endoscopy for foreign body removal,0.0,est/swe/lat/ice/den/fin/nor
21E03,Esophagoscopy with insertion of stent for trauma,0.0,est/swe/lat/ice/den/fin/nor
21E06,Therapeutic endoscopy of upper gastrointestinal tract for trauma,0.0,est/swe/lat/ice/den/fin/nor
21E10,Colonoscopy for trauma,0.0,est/swe/lat/den
21E11,Endoscopy of upper gastrointestinal tract for trauma,0.0,est/swe/lat/ice/den/fin/nor
21E14,Other therapeutic endoscopy of biliary tract for trauma,0.0,est/swe/lat/ice/den/fin/nor
21E16,Therapeutic endoscopy of urinary tract for trauma,0.0,est/swe/lat/ice/den/fin/nor
21E17,Diagnostic endoscopy of upper urinary tract for trauma,0.0,est/swe/lat/ice/den/fin/nor
21E18,Endoscopy of lower urinary tract for trauma,0.0,est/swe/lat/ice/den/fin/nor
21S02,Skin graft procedure for injuries,0.0,est/swe/lat/ice/den/fin/nor
21S03,Hand procedure for injuries,0.0,est/swe/lat/ice/den/fin/nor
21S04,Craniotomy for trauma,0.0,est/swe/lat/ice/den/fin/nor
21S05,Limb reattachment or hip or femur procedure for trauma,0.0,est/swe/lat/ice/den/fin/nor
21S07,"Lumbar, pelvic or femur fracture procedure",0.0,fin
21S09,Other OR procedure for injuries,0.0,est/swe/lat/ice/den/fin/nor
21S10,OR procedure for trauma,0.0,fin
21S20,Late treatment of burn,0.0,est/swe/lat/ice/den/fin/nor
21S21,Plastic procedures of hand with transplantation,0.0,nor
21V01,Forensic examination,0.0,swe
22E03,Esophagoscopy with insertion of stent for treatment of burn,0.0,est/swe/lat/ice/den/fin/nor
22E06,Therapeutic endoscopy of upper gastrointestinal tract for treatment of burn,0.0,est/swe/lat/ice/den/fin/nor
22E11,Endoscopy of upper gastrointestinal tract for treatment of burn,0.0,est/swe/lat/ice/den/fin/nor
22S01,Skin graft procedure for burns,0.0,est/swe/lat/ice/den/fin/nor
22S02,Wound debridement or other OR procedure for burns,0.0,est/swe/lat/ice/den/fin/nor
22S03,Dressing of major burn,0.0,fin
22S04,Dressing of burn,0.0,fin
23O01,Rehabilitation or therapy,0.0,ice
23O02,Medicolegal examination,0.0,ice
23O04,Implantation of pumping device,0.0,ice
30D71,Diagnostic procedure of breast in MDC 30,0.0,fin
30D72,Demanding diagnostic procedure of breast in MDC 30,0.0,fin
30O01,Incision or puncture of breast,0.0,ice
30S03,Total mastectomy or breast reconstruction,1.0,est/swe/lat/ice/den/fin/nor
30S04,Partial mastectomy or other breast procedure,0.0,est/swe/lat/ice/den/fin/nor
30S05,Breast biopsy or local excision,0.0,est/swe/lat/ice/den/fin/nor
30S11,Total reconstruction of breast,1.0,est/swe/lat/ice/den/fin/nor
30S99,Other breast procedure,0.0,est/swe/lat/ice/den/fin/nor
30V01,Incision and puncture of breast,0.0,swe
40O01,Treatment with botulinumtoxin,0.0,nor
40V01,Intensive care intervention,0.0,swe
40V02,Observation at intensive care unit,0.0,swe
40V04,Implantation of pumping device or injection gate,0.0,swe
40V06,Major check-up of current therapy,0.0,swe
40V07,Provocation test for allergy,0.0,swe
40V08,Occupational and environmental examination,0.0,swe
40V10,Desensitization,0.0,swe/fin
40V11,Cannulation and cathetrisation of vein,0.0,swe
40V12,Rinsing or removal of drainage,0.0,swe
40V13,Major examination of body composition,0.0,swe
40V14,Ultrasonography,0.0,swe
40V15,Allergy and immunedeficiency examination,0.0,swe
40V20,Intravascular medication,0.0,swe
40V21,Information and education,0.0,swe
40V22,Picture and voice recording,0.0,swe
40V24,Medication pump,0.0,swe/nor
40V25,Other major intervention for medication,0.0,swe
40V26,Arterial catheterization,0.0,swe
40V28,Other minor intervention,0.0,swe
40V31,Checkup and maintenance of stomy,0.0,swe
40V33,"Examination of communication, voice and speech",0.0,swe
40V34,Oedema therapy,0.0,swe
40V35,Neuromuscular diagnostic and therapeutic intervention,0.0,swe
40V36,Medical aid interventions,0.0,swe
40V37,Prosthesis testing and check-up,0.0,swe
40V38,Motor function training,0.0,swe
40V39,Administration of care,0.0,swe
40V40,Bio-feedback,0.0,swe
40V41,Physiologic and functional examination,0.0,swe
40V44,Diagnostic and therapeutic use of light,0.0,swe
40V45,Major radiotherapy,0.0,swe
40V46,Brachytherapy and isotope therapy,0.0,swe
40V47,Minor radiotherapy,0.0,swe
40V48,Preparation for radiotherapy,0.0,swe
40V50,Isotope examination,0.0,swe
40V51,Pain analysis,0.0,swe
40V52,Pharmacological pain test,0.0,swe
40V53,Sensory test,0.0,swe
40V54,Sensory stimulation,0.0,swe
40V56,Cancer drug treatment,0.0,nor
40V58,Vaccination,0.0,swe
40V60,Positron emission tomography,0.0,swe
40V62,Resuscitation,0.0,swe
40V65,Correction of lymphedema or lipohypertrophy,0.0,swe
40V78,Code not compatible with follow-up,0.0,swe
90D01,"Diagnostic proc of head, neck and central nerv syst for malignancy",0.0,fin
90D02,"Demanding diagnostic proc of head, neck and central nerv syst for malignancy",0.0,fin
90D11,Diagnostic procedure of endocrine organs for malignancy,0.0,fin
90D21,"Diagnostic proc of heart, large vessels and other intrathoracal organs for malignancy",0.0,fin
90D22,"Demanding diagn proc of heart, large vessels and other intrathoracal organs for malignancy",0.0,fin
90D31,"Diagnostic proc of abdominal, retroperitoneal and pelvic organs for malignancy",0.0,fin
90D32,"Demanding diagnostic proc of abdominal, retroperitoneal and pelvic organs for malignancy",0.0,fin
90D41,Diagnostic procedure of musculosceletal system for malignancy,0.0,fin
90D42,Demanding diagnostic procedure of musculosceletal system for malignancy,0.0,fin
90D61,Diagnostic procedure of periferal vascular system for malignancy,0.0,fin
90D62,Demanding diagnostic proc of periferal vascular system for malignancy,0.0,fin
90D64,Diagnostic procedure of lymfatic system for malignancy,0.0,fin
90D91,Dose design for radiotherapy of malignancy,0.0,fin
90D92,Demanding dose design for radiotherapy of malignancy,0.0,fin
90O02,Allergy test,0.0,ice/nor
90O03,Hypebar oxygen therapy,0.0,ice/nor
90O04,Desensitization to allergens,0.0,nor
90O10,Specific biological drug treatment,0.0,nor
90O11,Specific drug treatment,,nor
90S01,Parenteral administration,0.0,fin
90S02,Intravenous administration,0.0,fin/nor
90S03,Intravesical administration,0.0,fin
90S04,"Intramuscular, subcutaneous or other special route",0.0,fin
90T01,Cytostatic drug,0.0,fin
90T05,Radiotherapy,0.0,fin/nor
90T06,Radiotherapy with large shaped fields,0.0,fin
90T07,Stereotactic radiotherapy or demanding isotope therapy,0.0,fin/nor
90T08,Special demanding isotope therapy,0.0,fin/nor
90T10,Planning for radiotherapy - complexity level 0,0.0,nor
90T11,Planning for radiotherapy - complexity level 1,0.0,nor
90T12,Planning for radiotherapy - complexity level 2,0.0,nor
90T13,Planning for radiotherapy - complexity level 3,0.0,nor
90T14,Planning for radiotherapy - complexity level 4,0.0,nor
99S13,Bilateral procedure,0.0,ice/nor
99S61,Demanding hormone therapy,0.0,fin
99S80,Standard cytostatic therapy,0.0,fin
99S90,Extensive procedure - list created during the exporting process,0.0,est/swe/lat/ice/den/fin/nor
99T00,"Complex medication, unspecified",0.0,fin
99V20,Outpatient visit,0.0,swe
99V21,Group of patients,0.0,swe/ice/nor
99V22,Team of care providers,0.0,swe/ice/fin
99V23,Distance healthcare,0.0,swe/nor
99V24,Distance contact,0.0,swe
99V30,Occupational therapist,0.0,swe
99V31,Audiotherapist,0.0,swe
99V32,Dietician,0.0,swe
99V33,Social worker,0.0,swe
99V34,Logotherapist,0.0,swe
99V35,Medical doctor,0.0,swe/ice/fin
99V36,Orthoptist,0.0,swe
99V37,Psychologist,0.0,swe
99V38,Physiotherapist,0.0,swe
99V39,Nurse,0.0,swe
99V40,Psychiatric nurse,0.0,swe
99V41,Nursing asssistant,0.0,swe
99V42,Other care worker,0.0,swe
99V43,Midwife,0.0,swe
