code_plus,text_plus,vartype,varval,or_val,prop_0,varval_text_comb,nat_ver
GASC20,Excision or destruction of lesion of pleura,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC21,Endoscopic excision or destruction of lesion of pleura,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
GASC21,Endoscopic excision or destruction of lesion of pleura,OR,2,2,False,,est/swe/lat/ice/den/fin/nor
GASC21,Endoscopic excision or destruction of lesion of pleura,PROCPR,04E02,2,False,Endoscopy of respiratory tract and organs for respiratory problems,est/swe/lat/ice/den/fin/nor
GASC21,Endoscopic excision or destruction of lesion of pleura,PROCPR,04S02,2,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASC21,Endoscopic excision or destruction of lesion of pleura,PROCPR,17E02,2,False,Tracheo-bronchial endoscopy for myeloproliferative problems,est/swe/lat/ice/den/fin/nor
GASC21,Endoscopic excision or destruction of lesion of pleura,PROCPR,21S09,2,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC21,Endoscopic excision or destruction of lesion of pleura,PROCPR,21S10,2,False,OR procedure for trauma,fin
GASC21,Endoscopic excision or destruction of lesion of pleura,PROCPR,40V78,2,False,Code not compatible with follow-up,swe
GASC30,Artificial pneumothorax,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC30,Artificial pneumothorax,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC30,Artificial pneumothorax,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC30,Artificial pneumothorax,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC30,Artificial pneumothorax,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC30,Artificial pneumothorax,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC30,Artificial pneumothorax,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC30,Artificial pneumothorax,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC33,Mechanical pleurodesis,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC33,Mechanical pleurodesis,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC33,Mechanical pleurodesis,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC33,Mechanical pleurodesis,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC33,Mechanical pleurodesis,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASC33,Mechanical pleurodesis,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC33,Mechanical pleurodesis,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC33,Mechanical pleurodesis,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC33,Mechanical pleurodesis,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC34,Endoscopic mechanical pleurodesis,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC34,Endoscopic mechanical pleurodesis,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC34,Endoscopic mechanical pleurodesis,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASC34,Endoscopic mechanical pleurodesis,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC34,Endoscopic mechanical pleurodesis,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC34,Endoscopic mechanical pleurodesis,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC34,Endoscopic mechanical pleurodesis,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC36,Chemical pleurodesis,DGPROP,00X99,0,False,Intervention code valid for single use - autogenerated prop,den
GASC36,Chemical pleurodesis,OR,0,0,False,,est/swe/lat/ice/den/fin/nor
GASC36,Chemical pleurodesis,PROCPR,04O11,0,False,Minor thoracic procedure,ice/nor
GASC36,Chemical pleurodesis,PROCPR,04S02,0,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASC36,Chemical pleurodesis,PROCPR,04V02,0,False,Thoraxpuncture,swe
GASC36,Chemical pleurodesis,PROCPR,14S90,0,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC36,Chemical pleurodesis,PROCPR,17S01,0,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASC36,Chemical pleurodesis,PROCPR,21S09,0,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC36,Chemical pleurodesis,PROCPR,21S10,0,False,OR procedure for trauma,fin
GASC36,Chemical pleurodesis,PROCPR,40V78,0,False,Code not compatible with follow-up,swe
GASC37,Endoscopic chemical pleurodesis,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC37,Endoscopic chemical pleurodesis,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC37,Endoscopic chemical pleurodesis,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASC37,Endoscopic chemical pleurodesis,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC37,Endoscopic chemical pleurodesis,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC37,Endoscopic chemical pleurodesis,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC37,Endoscopic chemical pleurodesis,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC40,Pleurodesis with decortication,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC40,Pleurodesis with decortication,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC40,Pleurodesis with decortication,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC40,Pleurodesis with decortication,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC40,Pleurodesis with decortication,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASC40,Pleurodesis with decortication,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC40,Pleurodesis with decortication,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC40,Pleurodesis with decortication,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC40,Pleurodesis with decortication,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC41,Endoscopic pleurodesis with decortication,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC41,Endoscopic pleurodesis with decortication,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC41,Endoscopic pleurodesis with decortication,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC41,Endoscopic pleurodesis with decortication,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC41,Endoscopic pleurodesis with decortication,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC41,Endoscopic pleurodesis with decortication,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC41,Endoscopic pleurodesis with decortication,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC41,Endoscopic pleurodesis with decortication,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC43,Total decortication of pleura,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC43,Total decortication of pleura,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC43,Total decortication of pleura,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC43,Total decortication of pleura,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC43,Total decortication of pleura,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASC43,Total decortication of pleura,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC43,Total decortication of pleura,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC43,Total decortication of pleura,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC43,Total decortication of pleura,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC44,Endoscopic total decortication of pleura,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC44,Endoscopic total decortication of pleura,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC44,Endoscopic total decortication of pleura,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC44,Endoscopic total decortication of pleura,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC44,Endoscopic total decortication of pleura,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASC44,Endoscopic total decortication of pleura,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC44,Endoscopic total decortication of pleura,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC44,Endoscopic total decortication of pleura,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC44,Endoscopic total decortication of pleura,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC46,Partial decortication of pleura,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC46,Partial decortication of pleura,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC46,Partial decortication of pleura,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC46,Partial decortication of pleura,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC46,Partial decortication of pleura,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASC46,Partial decortication of pleura,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC46,Partial decortication of pleura,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC46,Partial decortication of pleura,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC46,Partial decortication of pleura,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC47,Endoscopic partial decortication of pleura,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC47,Endoscopic partial decortication of pleura,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC47,Endoscopic partial decortication of pleura,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC47,Endoscopic partial decortication of pleura,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC47,Endoscopic partial decortication of pleura,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC47,Endoscopic partial decortication of pleura,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC47,Endoscopic partial decortication of pleura,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC47,Endoscopic partial decortication of pleura,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC96,Other operation on pleura,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC96,Other operation on pleura,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC96,Other operation on pleura,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC96,Other operation on pleura,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC96,Other operation on pleura,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC96,Other operation on pleura,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC96,Other operation on pleura,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC96,Other operation on pleura,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASC97,Other endoscopic operation on pleura,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC97,Other endoscopic operation on pleura,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC97,Other endoscopic operation on pleura,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASC97,Other endoscopic operation on pleura,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC97,Other endoscopic operation on pleura,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC97,Other endoscopic operation on pleura,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC97,Other endoscopic operation on pleura,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC98,Other operation on pleura through pleuro-cutaneous window,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASC98,Other operation on pleura through pleuro-cutaneous window,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASC98,Other operation on pleura through pleuro-cutaneous window,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASC98,Other operation on pleura through pleuro-cutaneous window,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASC98,Other operation on pleura through pleuro-cutaneous window,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASC98,Other operation on pleura through pleuro-cutaneous window,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASC98,Other operation on pleura through pleuro-cutaneous window,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASC98,Other operation on pleura through pleuro-cutaneous window,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASD00,Thoracoplasty without plombage,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASD00,Thoracoplasty without plombage,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASD00,Thoracoplasty without plombage,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASD00,Thoracoplasty without plombage,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASD00,Thoracoplasty without plombage,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASD00,Thoracoplasty without plombage,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASD03,Thoracoplasty with plombage,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASD03,Thoracoplasty with plombage,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASD03,Thoracoplasty with plombage,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASD03,Thoracoplasty with plombage,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASD03,Thoracoplasty with plombage,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASD03,Thoracoplasty with plombage,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASD10,Removal of plombage material from chest wall,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASD10,Removal of plombage material from chest wall,OR,1,1,False,,est/swe/lat/ice/den/fin
GASD10,Removal of plombage material from chest wall,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin
GASD10,Removal of plombage material from chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin
GASD10,Removal of plombage material from chest wall,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASD96,Other thoracoplasty or related procedure,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASD96,Other thoracoplasty or related procedure,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASD96,Other thoracoplasty or related procedure,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASD96,Other thoracoplasty or related procedure,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASD96,Other thoracoplasty or related procedure,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASD96,Other thoracoplasty or related procedure,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASE00,Incision or biopsy of chest wall,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
GASE00,Incision or biopsy of chest wall,OR,2,2,False,,est/swe/lat/ice/den/fin/nor
GASE00,Incision or biopsy of chest wall,PROCPR,04O11,2,False,Minor thoracic procedure,ice/nor
GASE00,Incision or biopsy of chest wall,PROCPR,04S02,2,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASE00,Incision or biopsy of chest wall,PROCPR,04V02,2,False,Thoraxpuncture,swe
GASE00,Incision or biopsy of chest wall,PROCPR,40V78,2,False,Code not compatible with follow-up,swe
GASE03,Suture of chest wall,DGPROP,00X99,2,False,Intervention code valid for single use - autogenerated prop,den
GASE03,Suture of chest wall,OR,2,2,False,,est/swe/lat/ice/den/fin/nor
GASE03,Suture of chest wall,PROCPR,04O11,2,False,Minor thoracic procedure,ice/nor
GASE03,Suture of chest wall,PROCPR,04S02,2,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASE03,Suture of chest wall,PROCPR,04V02,2,False,Thoraxpuncture,swe
GASE03,Suture of chest wall,PROCPR,40V78,2,False,Code not compatible with follow-up,swe
GASE06,Excision of lesion of chest wall,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE06,Excision of lesion of chest wall,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE06,Excision of lesion of chest wall,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASE06,Excision of lesion of chest wall,PROCPR,09S07,1,False,"Other skin, subcutaneous tissue or breast procedure",est/swe/lat/ice/den/fin/nor
GASE06,Excision of lesion of chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE06,Excision of lesion of chest wall,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE06,Excision of lesion of chest wall,PROCPR,30S99,1,False,Other breast procedure,est/swe/lat/ice/den/fin/nor
GASE06,Excision of lesion of chest wall,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE10,Closure of previous incision of chest wall,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE10,Closure of previous incision of chest wall,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE10,Closure of previous incision of chest wall,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASE10,Closure of previous incision of chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE10,Closure of previous incision of chest wall,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE10,Closure of previous incision of chest wall,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE13,Closure of fenestration of pleura,DGPROP,00X99,0,False,Intervention code valid for single use - autogenerated prop,den
GASE13,Closure of fenestration of pleura,OR,0,0,False,,est/lat/ice/den/fin/nor
GASE13,Closure of fenestration of pleura,PROCPR,04S02,0,False,Other respiratory system OR procedure,est/lat/ice/den/fin/nor
GASE16,Resection of chest wall,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE16,Resection of chest wall,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE16,Resection of chest wall,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASE16,Resection of chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE16,Resection of chest wall,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE16,Resection of chest wall,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE16,Resection of chest wall,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASE20,Resection of chest wall and repair using flap,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE20,Resection of chest wall and repair using flap,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE20,Resection of chest wall and repair using flap,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASE20,Resection of chest wall and repair using flap,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE20,Resection of chest wall and repair using flap,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE20,Resection of chest wall and repair using flap,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE20,Resection of chest wall and repair using flap,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASE23,Resection of chest wall and prosthetic repair,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE23,Resection of chest wall and prosthetic repair,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE23,Resection of chest wall and prosthetic repair,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASE23,Resection of chest wall and prosthetic repair,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE23,Resection of chest wall and prosthetic repair,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE23,Resection of chest wall and prosthetic repair,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE23,Resection of chest wall and prosthetic repair,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASE26,Repair of injury to chest wall,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE26,Repair of injury to chest wall,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE26,Repair of injury to chest wall,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/den/fin/nor
GASE26,Repair of injury to chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE26,Repair of injury to chest wall,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE26,Repair of injury to chest wall,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASE26,Repair of injury to chest wall,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASE26,Repair of injury to chest wall,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE30,Repair of combined injury to chest wall and diaphragm,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE30,Repair of combined injury to chest wall and diaphragm,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE30,Repair of combined injury to chest wall and diaphragm,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASE30,Repair of combined injury to chest wall and diaphragm,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE30,Repair of combined injury to chest wall and diaphragm,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE30,Repair of combined injury to chest wall and diaphragm,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASE30,Repair of combined injury to chest wall and diaphragm,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASE30,Repair of combined injury to chest wall and diaphragm,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE30,Repair of combined injury to chest wall and diaphragm,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,PROCPR,01S05,1,False,Peripheral or cranial nerve or other nervous system procedure,est/swe/lat/ice/den/fin/nor
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,PROCPR,08S20,1,False,Other musculosceletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE40,Operation on rib and soft tissues for thoracic outlet syndrome,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE50,Reconstruction of chest wall,DGPROP,00X99,1,False,Intervention code valid for single use - autogenerated prop,den
GASE50,Reconstruction of chest wall,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
GASE50,Reconstruction of chest wall,PROCPR,04S01,1,False,Major chest procedure,est/swe/lat/ice/den/fin/nor
GASE50,Reconstruction of chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
GASE50,Reconstruction of chest wall,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
GASE50,Reconstruction of chest wall,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/den/fin/nor
GASE50,Reconstruction of chest wall,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASE50,Reconstruction of chest wall,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE50,Reconstruction of chest wall,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
GASE53,Removal of foreign body from chest wall,OR,1,1,False,,est/swe/lat/ice/fin/nor
GASE53,Removal of foreign body from chest wall,PROCPR,04S02,1,False,Other respiratory system OR procedure,est/swe/lat/ice/fin/nor
GASE53,Removal of foreign body from chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/fin/nor
GASE53,Removal of foreign body from chest wall,PROCPR,21S09,1,False,Other OR procedure for injuries,est/swe/lat/ice/fin/nor
GASE53,Removal of foreign body from chest wall,PROCPR,21S10,1,False,OR procedure for trauma,fin
GASE53,Removal of foreign body from chest wall,PROCPR,40V78,1,False,Code not compatible with follow-up,swe
GASE56,Removal of osteosynthesis material from chest wall,OR,1,1,False,,swe
GASE56,Removal of osteosynthesis material from chest wall,PROCPR,04S02,1,False,Other respiratory system OR procedure,swe
GASE56,Removal of osteosynthesis material from chest wall,PROCPR,14S90,1,False,Significant operation for obstetrical patient,swe
GASE56,Removal of osteosynthesis material from chest wall,PROCPR,21S09,1,False,Other OR procedure for injuries,swe
