code_nat,text_nat,code_plus,text_plus,country
DCB00,Kasvaimen tai kudosmuutoksen poisto välikorvasta,DCSB00,Excision of lesion of middle ear,fin
DCB10,Kiinnikkeiden irrottelu välikorvassa,DCSB10,Freeing of adhesions of middle ear,fin
DCC00,Vierasesineen poisto välikorvasta,DCSC00,Removal of foreign body from middle ear,fin
DCD00,Tärykalvon korjausleikkaus (myringoplastia),DCSD00,Myringoplasty,fin
DCD10,Samanaikainen tärykalvon ja kuuloluiden korjausleikkaus,DCSD10,Tympanoplasty,fin
DCW00,Ilmastointiputken poisto välikorvasta,DCXX10,Removal of ventilating tube from tympanic membrane,fin
DCW99,Muu tärykalvon ja välikorvan leikkaus,DCSW99,Other operation on eardrum and middle ear,fin
DDA00,Jalustimen levyn aukaisu (stapedotomia),DDSA00,Stapedotomy,fin
DDA10,Kuuloluuketjun tutkimusleikkaus,DDSA10,Exploration of ossicular chain,fin
DDB00,Jalustimen poisto (stapedectomia),DDSB00,Stapedectomy,fin
DDC00,Kuuloluuketjun proteesin poisto,DDSC00,Removal of prosthesis of ossicular chain,fin
DDD00,Jalustimen irroittelu,DDSD00,Mobilisation of stapes,fin
DDD05,Kuuloluiden muovausleikkaus,DDSD05,Plastic repair of ossicular chain,fin
DDD10,Vasaran ja jalustimen yhdistäminen,DDSD10,Interposition between malleus and stapes,fin
DDD20,"Tärykalvon ja jalustimen levyn yhdistäminen proteesilla (TORP, Total Ossicular Reconstruction Prosthesis)",DDSD20,Interposition between eardrum and footplate of stapes,fin
DDD30,Tärykalvon ja jalustimen välinen kiinnitys,DDSD30,Fixation of tympanic membrane to stapes,fin
DDD40,Tärykalvon ja jalustimen levyn välinen kiinnitys,DDSD40,Fixation of tympanic membrane to footplate of stapes,fin
DDW99,Muu kuuloluiden leikkaus,DDSW99,Other operation on ossicles of ear,fin
DE2AG,Kuulohermon kanavan suppea magneettitutkimus,DEDG2B,Acoustic channel MRI examination,fin
DE2BG,Kuulohermon ja sisäkorvan magneettitutkimus,DEDG2B,Acoustic channel MRI examination,fin
DE2CG,Kuulohermon ja sisäkorvan laaja magneettitutkimus,DEDG2B,Acoustic channel MRI examination,fin
DE2DG,Kuulohermon ja sisäkorvan erittäin laaja magneettitutkimus,DEDG2B,Acoustic channel MRI examination,fin
DEA00,Koepalan otto kartiolisäkkeestä tai ohimoluusta,DESA00,Biopsy of mastoid or temporal bone,fin
DEA10,Attiko(antro)tomia,DESA10,Attico-antrotomy,fin
DEB00,Mastoidektomia,DESB00,Cortical mastoidectomy,fin
DEB10,Attiko-antro-mastoidektomia,DESB10,Attico-antro-mastoidectomy,fin
DEB20,Attiko-antro-mastoidektomia ja tympanotomia,DESB20,Attico-antro-mastoidectomy and tympanotomy,fin
DEB25,Attiko-antro-mastoidektomia ja tympanoplastia,DESB25,Attico-antro-mastoidectomy and tympanoplasty,fin
DEB30,Radikaali mastoidektomia,DESB30,Radical mastoidectomy,fin
DEB35,Radikaali mastoidektomia ja tympanoplastia,DESB32,Radical mastoidectomy with tympanoplasty,fin
DEB50,"Ohimoluun poisto osittain, osittainen petrosectomia",DESB50,Partial excision of temporal bone,fin
DEB60,"Ohimoluun poisto kokonaan, totaali petrosectomia",DESB60,Total excision of temporal bone,fin
DEC00,Vierasesineen poisto kartiolisäkkeestä tai temporaaliluusta,DESC00,Removal of foreign body from mastoid or temporal bone,fin
DED00,Ontelon täyttö kartiolisäkkeen poiston jälkeen,DESD00,Obliteration of cavity after partial excision of mastoid,fin
DEE00,Luuankkuroidun kuulokojeen asettaminen,DESE00,Osseous fixation of hearing aid,fin
DEW99,Muu ohimoluun tai kartiolisäkkeen leikkaus,DESW99,Other operation on mastoid and temporal bone,fin
DF1AG,Sisäkorvan hydrops-magneettitutkimus,DEDG2B,Acoustic channel MRI examination,fin
DFA00,Saccus endolymfaticuksen avaus,DFSA00,Saccotomy,fin
DFA10,Pyramidin tutkimusleikkaus labyrintin läpi,DFSA10,Translabyrinthine exploration of apex of pyramid,fin
DFB00,Labyrintin poistoleikkaus,DFSB00,Labyrinthectomy,fin
DFB10,Labyrintin tuhoaminen,DFSB10,Destruction of labyrinth,fin
DFC00,Vierasesineen poisto sisäkorvasta,DFSC00,Removal of foreign body from inner ear,fin
DFD00,Kaarikäytävän ikkunointi,DFSD00,Fenestration of vestibule,fin
DFD10,Soikean ikkunan korjaaminen,DFSD10,Reconstruction of oval window,fin
DFD20,Pyöreän ikkunan ruptuuran korjaus,DFSD20,Closure of rupture of round window,fin
DFD30,Perilymfa-fistelin sulku,DFSD30,Closure of perilymphatic fistula,fin
DFE00,Istutteen asettaminen korvasimpukkaan,DFSE00,Insertion of cochlear implant,fin
DFF00,Äänesaudiometria,DFFD00,Tone audiogram,fin
DFF05,Seulonta audiometria,DFFD00,Tone audiogram,fin
DFF10,Akustisen impedanssin mittaus (tympanometria ja refleksimittaus),DFFD10,Acoustic impedance measurement,fin
DFF15,Puheaudiometria,DFFD15,Speech audiometry,fin
DFF16,Hälypuheaudiometria,DFFD15,Speech audiometry,fin
DFF20,Lapsiaudiometriset tutkimukset,DFFD20,Audiometry for children,fin
DFF25,Sisäkorvan sähköinen mittaus,DFFA00,Elektrocochleography and registration of otoacustic emissions,fin
DFF30,Epämiellyttävyyskynnysten mittaus,DFFD30,Loudness discomfort level (LDL),fin
DFF40,"Huimauksen otoneurologinen tutkimus, sisältäen asentohuimauksen otoneurologisen tutkimuksen ja asentohoidon",DFFB90,Otoneurologic examination of vertigo,fin
DFF50,Elektronystamografia (ENG) ja video-okulografia (VOG),DFFB10,Electronystagmography,fin
DFF59,Muu tasapainotutkimus,DFFB90,Otoneurologic examination of vertigo,fin
DFF80,Tinnitusanalyysi,DFFC00,Measurement of tinnitus frequency,fin
DFW99,Muu sisäkorvan leikkaus,DFSW99,Other operation on inner ear,fin
DFX00,Sisäkorvaistutteen prosessorin säätö,DFXA00,Connecting cochlear implant,fin
DFX02,Postoperatiivinen sisäkorvaelektrodikontrolli,DFXA02,Check-up of cochlear implant,fin
DFX03,"Kuulolaitteen tarkastus, huolto ja käytön ohjaus",DAXA08,Control and correction of hearing aid,fin
DG1S2,Korvatorven tähystyskuvaus,DGEA00,Endoscopy of eustachian tube,fin
DGA00,Koepalan otto korvatorvesta,DGSA00,Biopsy of eustachian tube,fin
DGB00,Korvatorven tukkiminen,DGSB00,Obliteration of eustachian tube,fin
DGH00,Korvatorven aukeamisen mittaaminen (tubanometria),DCFA10,Tubanometry and tubal sonometry,fin
DGW00,Korvatorven laajentaminen,DGSW00,Dilatation of eustachian tube,fin
DGW99,Muu korvatorven leikkaus,DGSW99,Other operation on eustachian tube,fin
DH1AA,"Nenän röntgen, radiologinen lausunto",DHDA1A,Nose bone X-ray examination without contrast,fin
DH1AN,Nenän värekarvatoiminnan gammakuvaus,DHIA00,Nose cilia funtion isotope imaging,fin
DH1S1,Nenän rinoplastinen valokuvaus,DHE002,Rhinopharyngoscopy,fin
DH1VA,"Nenän röntgen, lääkärin lausunto potilaskertomuksessa",DHDA1A,Nose bone X-ray examination without contrast,fin
DHA00,Nenän paikallisen muutoksen aukaisu,DHSA00,Incision of nose,fin
DHA05,Koepalan otto nenältä,QASA05,Incision for biopsy of skin of head or neck,fin
DHA10,Koepalan otto nenäontelosta tai nenänielusta,DHSA02,Biopsy of cavity of nose,fin
DHB00,Paikallisen kudosmuutoksen poisto nenältä,DHSA10,Excision of lesion of external nose,fin
DHB01,Nenän ulkoisten osien poisto osittain,DHSB01,Partial excision of external nose,fin
DHB02,Nenän ulkoisten osien poisto kokonaan,DHSB02,Total excision of external nose,fin
DHB10,Paikallisen muutoksen tai kasvaimen poisto nenäontelosta,DHSA20,Excision of lesion of internal nose,fin
DHB20,Polyypin tai polyyppien poisto nenästä,DHSA22,Polypectomy of internal nose,fin
DHB40,Nenäkuorikon poisto,DHSA30,Conchotomy,fin
DHB50,Nenäkuorikon muovaus tai pienennys,DHSA32,Turbinoplasty,fin
DHC00,Kudokseen tunkeutuneen vierasesineen poisto nenästä,DHSD40,Removal of penetrating foreign body from nose,fin
DHD00,Nenän limakalvon ompelu,DHSD00,Internal suture of nose,fin
DHD10,Nenän murtuman korjaaminen suljetusti,DHSD10,Closed reduction of fracture of nose,fin
DHD20,Nenän murtuman korjaaminen avoimesti,DHSD20,Open reduction of fracture of nose,fin
DJA00,Nenän väliseinän aukaisu,DHSE00,Incision of septum of nose,fin
DJA10,Koepalan otto nenän väliseinästä,DHSE10,Biopsy of septum of nose,fin
DJB10,Nenän väliseinän poisto,DHSE30,Excision of septum of nose,fin
DJD10,Nenän väliseinän reiän tukkiminen,DHSE42,Closure of perforation of septum of nose,fin
DJD20,Nenän väliseinän muovausleikkaus,DHSE44,Plastic repair of septum of nose,fin
DJW00,Nenän väliseinän paikallisen muutoksen poisto,DHSE32,Removal of local lesion of nasal septum,fin
DJW99,Muu nenän väliseinän leikkaus,DHSE99,Other operation on septum of nose,fin
DKW00,Nenän limakalvovuodon hyydytys tai etutamponaatio,DHSF00,Cauterisation of mucosa of nose,fin
DKW10,Nenän etutamponaatio,DHSF10,Packing of anterior cavity of nose,fin
DKW20,Nenän takatamponaatio,DHSF20,Packing of posterior cavity of nose,fin
DKW40,Nenävaltimoiden sulkeminen,DHSF40,Ligature of artery of internal nose,fin
DKW90,Nenäverenvuodon embolisaatio,DHSF90,Embolisation of epistaxis,fin
DKW99,Muu nenäverenvuodon tyrehdytystoimenpide,DHSF99,Other procedures for control of epistaxis,fin
DLD10,"Rustoisen ja luisen nenän korjaaminen, avoin rinoplastia",DHSG10,Reconstruction of cartilage and bone of nose,fin
DLD20,"Nenän muotoilu, suljettu rinoplastia",DHSG20,Rhinoplasty,fin
DLD30,Puuttuvan nenän muodostaminen,DHSG30,Construction of nose,fin
DLD35,Puuttuvan nenänosan muodostaminen,DHSG35,Partial construction of nose,fin
DLW00,"Nenähalkion, cleft nose, korjaaminen",DHSG40,Correction of cleft nose,fin
DLW99,Muu nenän muotoiluleikkaus,DHSG99,Other plastic operations on nose,fin
DM1AA,"Nenän sivuonteloiden röntgen, radiologinen lausunto",DMDA1A,Paranasal sinuses X-ray examination without contrast,fin
DM1AD,Nenän sivuonteloiden tietokonetomografiatutkimus,DMDD1A,CT of paranasal sinuses and face area,fin
DM1AG,Nenän sivuonteloiden ja kasvojen suppea magneettitutkimus,DMDG1B,Paranasal sinuses and face area MRI examination,fin
DM1AI,Sinuksen kartiokeilatutkimus,DMDD1A,CT of paranasal sinuses and face area,fin
DM1AN,Nenän sivuonteloiden värekarvatoiminnan gammakuvaus,DMIA00,Paranasal sinuses cililia function isotope imaging,fin
DM1BD,Inactivated at 31.12.2021 - Nenän sivuonteloiden ja kasvojen laaja tietokonetomografiatutkimus,DMDD1A,CT of paranasal sinuses and face area,fin
DM1BG,Nenän sivuonteloiden ja kasvojen magneettitutkimus,DMDG1B,Paranasal sinuses and face area MRI examination,fin
DM1BI,Inactivated at 31.12.2021 - Sinuksen laaja kartiokeilatutkimus,DMDD1A,CT of paranasal sinuses and face area,fin
DM1CG,Nenän sivuonteloiden ja kasvojen laaja magneettitutkimus,DMDG1B,Paranasal sinuses and face area MRI examination,fin
DM1CI,Inactivated at 31.12.2021 - Sinuksen erittäin laaja kartiokeilatutkimus,DMDD1A,CT of paranasal sinuses and face area,fin
DM1DG,Nenän sivuonteloiden ja kasvojen erittäin laaja magneettitutkimus,DMDG1B,Paranasal sinuses and face area MRI examination,fin
DM1QA,"Nenän sivuonteloiden röntgen, yksi suunta (esim. kuutamokuva)",DMDA1Q,Paranasal sinuses X-ray examination in one projection,fin
DM1VA,"Nenän sivuonteloiden röntgen, lääkärin lausunto potilaskertomuksessa",DMDA1A,Paranasal sinuses X-ray examination without contrast,fin
DM3S2,Nenäontelon tähystyskuvaus,DHE002,Rhinopharyngoscopy,fin
DM3V2,Nenäontelon videokuvaus,DHE002,Rhinopharyngoscopy,fin
DMA00,Koepalan otto poskiontelosta,DMSA00,Biopsy of maxillary antrum,fin
DMB00,"Poskiontelon ja nenän välisen seinämän poisto, alakäytäväantrostomia",DMSA10,Endonasal trephine of maxillary antrum,fin
DMB10,Poskionteloleikkaus huulen alta,DMSA12,Radical maxillary antrotomy,fin
DMB20,"Poskiontelon aukaisu tähystyksessä, FESS",DMSA14,Functional endoscopic opening of maxillary antrum,fin
DMB30,Poskiontelon muutoksen tai kasvaimen poisto avoimesti,DMSA20,Excision of lesion of maxillary antrum,fin
DMB35,Kasvaimen tai muun muutoksen poisto poskiontelosta tähystyksessä,DMSA20,Excision of lesion of maxillary antrum,fin
DMC00,Vierasesineen poisto poskiontelosta,DMSA30,Removal of foreign body from maxillary antrum,fin
DMW00,Poskionteloputken asettaminen,DMSA90,Intubation of maxillary antrum,fin
DMW99,Muu poskionteloiden leikkaus,DMSA99,Other operation on maxillary antrum,fin
DNA00,Koepalan otto seulalokeroista,DMSB00,Biopsy of ethmoidal sinus,fin
DNB20,"Seulalokeroiden aukaisu tähystyksessä, FESS",DMSB14,Endoscopic ethmoidectomy,fin
DNB30,Seulalokeromuutoksen tai kasvaimen poisto,DMSB20,Excision of lesion of ethmoidal sinus,fin
DNB40,Nenän aukaisu huulen alta,DMSB60,Sublabial rhinotomy,fin
DNW99,Muu seulalokeroiden ja seulaluun leikkaus,DMSB99,Other operation on ethmoidal sinus and bone,fin
DPA00,Koepalan otto otsaontelosta,DMSC00,Biopsy of frontal sinus,fin
DPA10,Koepalan otto kitaontelosta,DMSD00,Biopsy of sphenoidal sinus,fin
DPA20,Otsaontelon aukaisu ulkokautta,DMSC10,Trephine of frontal sinus,fin
DPA25,Otsaontelon aukaisu nenään,DMSC12,Trephine of frontal sinus through nose,fin
DPA30,Kitaontelon aukaisu,DMSD10,Sphenotomy,fin
DPA35,Otsaontelon muutoksen tai kasvaimen poisto tähystyksessä,DMSC20,Partial excision of frontal sinus,fin
DPA40,Kitaontelon muutoksen tai kasvaimen poisto,DMSD20,Partial excision of sphenoidal sinus,fin
DPB00,Otsaontelon takaseinän poisto,DMSC20,Partial excision of frontal sinus,fin
DPB20,Otsaontelon täyttö,DMSC22,Obliteration of frontal sinus,fin
DPC00,Vierasesineen poisto otsa- tai kitaontelosta,DMSW30,Removal of foreign body from frontal or sphenoidal sinus,fin
DPC30,Laaja-alaisen eri sivuonteloiden alueisiin ulottuvan muutoksen tai kasvaimen poisto avoimesti,DMSA12,Radical maxillary antrotomy,fin
DPC35,Laaja eri sivuonteloiden alueisiin ulottuva muutoksen tai kasvaimen endoskooppinen poisto,DMSA12,Radical maxillary antrotomy,fin
DPW00,Otsaonteloputken asettaminen,DMSC90,Intubation of frontal sinus,fin
DPW99,Muu otsa- tai kitaontelon leikkaus,DMSW99,Other operation on frontal or sphenoidal sinus,fin
DQ1S2,Kurkunpään tähystyskuvaus,DQE012,Flexible laryngoscopy,fin
DQ1V2,Kurkunpään videokuvaus,DQE012,Flexible laryngoscopy,fin
DQA00,Kurkunpään aukaisu,DQSA00,Incision of larynx,fin
DQA10,Kurkunpään tähystys ja koepalan otto,DQSA10,Biopsy of larynx,fin
DQA20,Kurkunpään aukaisu tutkimus- ja hoitotarkoituksessa,DQSA20,Exploratory laryngofissure,fin
DQB10,Paikallisen muutoksen poisto kurkunpäästä tähystyksessä,DQSB10,Endoscopic excision of lesion of larynx,fin
DQB20,Kurkunpään poisto osittain,DQSB20,Partial excision of larynx,fin
DQB30,Kurkunpään poisto,DQSB30,Laryngectomy,fin
DQB60,Kannuruston poisto,DQSB60,Aryotenoidectomy,fin
DQB70,"Äänijänteen poisto, chordectomia vocalis",DQSB70,Total excision of vocal cord,fin
DQB80,Äänihuulikurouman korjaaminen,DQSB80,Operation for stricture of vocal cords,fin
DQC10,Vierasesineen poisto kurkunpäästä tähystyksessä,DQSC10,Endoscopic removal of foreign body from larynx,fin
DQD00,Äänihuulen kiinnitys sivulle,DQSD00,Lateral fixation of vocal cord,fin
DQD10,Kurkunpään vamman korjaus,DQSD10,Suture of larynx,fin
DQD32,Äänihuulen limakalvon plastia äänen parantamiseksi,DQSD32,Plastic repair vocal cord for better voice,fin
DQD34,Spasmodisen dysfonian hoito,DQSD34,Treatment of spasmodic dysfonia,fin
DQD40,Kurkunpään muovausleikkaus,DQSD40,Plastic repair of larynx,fin
DQD42,Muu ääntä parantava rustoon kohdistuva leikkaus,DQSD42,Thyreoplasty,fin
DQD50,Kurkunpään stentin asettaminen,DQSD50,Endoscopic insertion of laryngeal stent,fin
DQE00,Puheproteesin asettaminen,DQSE00,Implantation of prosthetic replacement for larynx,fin
DQE10,Täyttöaineen laitto äänihuuliin,DQSE10,Injection of foreign material into vocal cord,fin
DQE20,Äänihuulen asennon korjaaminen vierasaineistutteella,DQSE20,Implantation of foreign material in vocal chord,fin
DQW99,Muu kurkunpään leikkaus,DQSW99,Other operation on larynx,fin
DWA00,"Auenneen tai tulehtuneen korva-, nenä-, kaula- tai kurkunpääleikkaushaavan tarkistaminen",DWSA00,"Repair of wound dehiscence in surgery of ear, nose and larynx",fin
DWC00,"Uusintaleikkaus korva-, nenä-, kaula- tai kurkunpääleikkauksen jälkeisen syvän infektion vuoksi",DWSC00,"Reoperation for deep infection in surgery of ear, nose and larynx",fin
DWD00,"Uusintaleikkaus korva-, nenä-, kaula- tai kurkunpääleikkauksen haavan vuodon vuoksi",DWSD00,"Reoperation for superficial haemorrhage in surgery of ear, nose and larynx",fin
DWW99,"Muu korva-, nenä-, kaula- ja kurkunpääleikkausten haavakomplikaatioleikkaus",DWSW99,"Other reoperation in surgery of ear, nose and larynx",fin
EAA00,"Huulen aukaisu, insisio",EASA00,Incision of lip,fin
EAA10,"Huulimuutoksen poisto, eksisio",EASA10,Excision of lesion of lip,fin
EAA20,Ylähuulen poisto osittain,EASA20,Partial excision of upper lip,fin
EAA25,Ylähuulen poisto kokonaan,EASA20,Partial excision of upper lip,fin
EAA30,Alahuulen poisto osittain,EASA30,Partial excision of lower lip,fin
EAA35,Alahuulen poisto kokonaan,EASA30,Partial excision of lower lip,fin
EAA99,Muu huulien poistoleikkaus,EASA99,Other excision of lip,fin
EAB00,Huulen ompelu,EASB00,Suture of lip,fin
EAB10,Huulijänteen leikkaus,EASB10,Excision and repair of frenulum of lip,fin
EAB20,Huulen korjaaminen tai muovaus,EASB20,Plastic repair of lip,fin
EAB30,Huulihalkion korjaaminen tai muovaus,EASB30,Correction of cleft lip,fin
EAB99,Muu huulen korjausleikkaus,EASB99,Other reconstructive operations on lip,fin
EAW99,Muu huulien leikkaus,EASW99,Other operation on lip,fin
EB1AA,"Hammasröntgen, radiologinen lausunto",EBDA1A,Intraoral tooth X-ray examination,fin
EB1BI,Hampaiston ja leukojen kartiokeilatutkimus (1-2 leukapuoliskoa),EBDD00,CT of tooth,fin
EB1CA,"Hammasröntgen, lisäkuva, radiologinen lausunto",EBDA1A,Intraoral tooth X-ray examination,fin
EB1CI,Hampaiston ja leukojen kartiokeilatutkimus (3-4 leukapuoliskoa),EBDD00,CT of tooth,fin
EB1DI,"Hampaiden kartiokeilatutkimus, yksi tai useampi hammas",EBDD00,CT of tooth,fin
EB1HA,"Hampaiston ja leuan panoraamatomografia, radiologinen lausunto",EBDA1H,Panorama tomography of teeth and jaws or similar X-ray examination,fin
EB1JA,"Hampaiston ja leuan kaksoispanoraamatomografia, radiologinen lausunto",EBDA1J,Double panorama tomography of teeth and jaws or similar X-ray examination,fin
EB1KA,"Hampaiston tai leuan osittainen (rajoitetun alueen) panoraamatomografia, radiologinen lausunto",EBDA1H,Panorama tomography of teeth and jaws or similar X-ray examination,fin
EB1MA,"Kefalometria, kallon mittaus röntgenillä, radiologinen lausunto",EBDA1M,Cephalometry with X-ray,fin
EB1S1,Hampaiden valokuvaus,EBFA00,Teeth photography,fin
EB1SA,"Hammasröntgen, Bite-Wing-kuva hampaiston sivualueelta, radiologinen lausunto",EBDA1S,Lateral teeth Bitewing X-ray,fin
EB1TW,Hampaiston 3-ulotteinen mallinnus,SAFA10,Tree dimenttional (3D) modelling of dentition,fin
EB1VA,"Hammasröntgen, lääkärin lausunto potilaskertomuksessa",EBDA1A,Intraoral tooth X-ray examination,fin
EB1WA,"Hampaiston tai leuan osittainen (rajoitetun alueen) panoraamatomografia, lääkärin lausunto potilaskertomuksessa",EBDA1H,Panorama tomography of teeth and jaws or similar X-ray examination,fin
EB2VA,"Hammasröntgen, lisäkuva, lääkärin lausunto potilaskertomuksessa",EBDA1A,Intraoral tooth X-ray examination,fin
EB3VA,"Kefalometria, kallon mittaus röntgenillä, lääkärin lausunto potilaskertomuksessa",EBDA1M,Cephalometry with X-ray,fin
EB4VA,"Hammasröntgen, Bite-Wing-kuva hampaiston sivualueelta, lääkärin lausunto potilaskertomuksessa",EBDA1S,Lateral teeth Bitewing X-ray,fin
EB9HA,Kuoleman jälkeinen hampaiston ja leuan panoraamatomografia tai muu yksinkertainen rakokuvaus,EBDA1H,Panorama tomography of teeth and jaws or similar X-ray examination,fin
EBA00,Hampaan poisto,EBSA00,Extraction of tooth,fin
EBA05,Vaativa hampaan poisto ilman leikkausta,EBSA05,Complicated extraction of tooth,fin
EBA10,Hampaan poistoleikkaus,EBSA10,Surgical removal of tooth,fin
EBA12,Vaativa hampaan poistoleikkaus,EBSA12,Complicated surgical removal of tooth,fin
EBA15,Hampaiston saneeraus,EBSA15,Extraction of large number of teeth,fin
EBA16,"Hampaiston saneeraus, vaativa",EBSA15,Extraction of large number of teeth,fin
EBA17,"Hampaiston saneeraus, erittäin vaativa",EBSA15,Extraction of large number of teeth,fin
EBA20,"Hampaan poisto osittain, hemisektio",EBSA20,Hemisection of tooth,fin
EBA30,Hampaan juuren poisto,EBSA30,Excision of root of tooth,fin
EBA40,Hampaan juurenpään poistoleikkaus,EBSA40,Excision of apex of root of tooth,fin
EBA45,Monijuurisen hampaan juurenpään poistoleikkaus,EBSA45,Excision of apex of root of a tooth with several radixes,fin
EBA99,Muu hampaan poistoleikkaus,EBSA99,Other extraction or partial excision of tooth,fin
EBB00,Hampaan kiinnitys sijoiltaanmenon vuoksi,EBSB00,Reduction and fixation of dislocated tooth,fin
EBB05,Hammasmurtuman hoito,EBSB05,Reduction and fixation of fractured tooth,fin
EBB10,Hampaan keinojuuren (implantin) asettaminen,EBSB10,Insertion of dental implant,fin
EBB11,Toisen keinojuuren (implantin) ja sitä seuraavien keinojuurten (implanttien) asettaminen samanaikaisesti,EBSB11,Insertion of additional dental implant in one session,fin
EBB15,Hampaan keinojuurijatkeen paljastaminen,EBSB15,Insertion of dental implant abutment,fin
EBB20,Hampaan siirto,EBSB20,Transplantation of tooth,fin
EBB40,Juurikanavaperforaation ja/tai resorption kirurginen korjaus juuren ulkopinnalta,EBSB40,Extraradicular repair of dental root canal,fin
EBB50,"Juurikanavaperforaation ja/tai resorption kirurginen korjaus juuren ulkopinnalta, vaativa",EBSB40,Extraradicular repair of dental root canal,fin
EBB99,Muu hampaan korjausleikkaus,EBSB99,Other reconstructive operations on tooth,fin
EBU00,Hampaisiin kiinnitetyn kiinnityslaitteen poisto,EBSU00,Removal of implant or external fixation device from teeth,fin
EBW99,Muu hammasleikkaus,EBSW99,Other operation on tooth,fin
EC1VA,"Hampaiston ja leuan panoraamatomografia, lääkärin lausunto potilaskertomuksessa",EBDA1H,Panorama tomography of teeth and jaws or similar X-ray examination,fin
EC2VA,"Hampaiston ja leuan kaksoispanoraamatomografia, lääkärin lausunto potilaskertomuksessa",EBDA1J,Double panorama tomography of teeth and jaws or similar X-ray examination,fin
ECA00,Hampaan paljastus,ECSA00,Surgical exposure of tooth,fin
ECA10,Ikenen märkäpesäkkeen aukaisu,ECSA10,Incision of gingiva,fin
ECA20,Koepalan otto ikenestä,ECSA20,Biopsy of gingiva,fin
ECA30,Ienmuutoksen poisto,ECSA30,Excision of lesion of gingiva,fin
ECA35,Vaativa ienmuutoksen poisto,ECSA32,Complicated excision of lesion of gingiva,fin
ECA40,Ikenen ja hammasharjanteen märkäpesäkkeen leikkaus,ECSA40,Surgical treatment of parodontal abscess,fin
ECA50,Parodontologinen läppäleikkaus,ECSA50,Parodontal operation,fin
ECA55,Vaativa parodontologinen läppäleikkaus,ECSA55,Complicated parodontal operation,fin
ECA60,Vierasesineen poisto ikenestä tai hammasharjanteesta,ECSA60,Removal of foreign body from gingiva or alveolus,fin
ECA70,Uudiskiinnityskirurginen leikkaus ja/tai iensiirreleikkaus,ECSA58,Regenerative parodontal operation or gingiva and alveolus transplantation,fin
ECA99,Muu ikenen tai hammasharjanteen poistoleikkaus,ECSA99,Other incision or excision of gingiva and alveolus,fin
ECB00,Ikenen ompelu,ECSB00,Suture of gingiva,fin
ECB05,Ikenen limakalvomuovaus,ECSB05,Mucogingival repair,fin
ECB10,Ikenen korjausleikkaus,ECSB10,Reconstruction of gingiva,fin
ECB15,Hammasharjanteen alueen ja poskiontelon tai nenän välisen avanteen sulkeminen,ECSB15,Plastic repair of oronasal or oroantral fistula,fin
ECB17,Ienhalkion korjaaminen,ECSB17,Operation for cleft gingiva,fin
ECB20,Hammasharjanteen muovaus,ECSB20,Oral alveoplasty,fin
ECB30,Hammasharjanteen muovaus iho- tai limakalvosiirrettä käyttäen (sulkusplastia),ECSB30,Alveoplasty using graft of skin or mucosa,fin
ECB40,Hammasharjanteen muovaus luuta tai vierasperäistä siirrettä käyttäen,ECSB40,Surgical treatment of fracture of alveolus,fin
ECB50,Hammasharjanteen murtuman leikkaushoito,ECSB50,Alveoplasty using graft of bone or foreign material,fin
ECB60,"Hammasharjanteen uudelleen muodostaminen, rekonstruktio",ECSB60,Reconstruction of alveolus,fin
ECB65,Hammasharjanteen katkaisu ja venytys,ECSB65,Extension of alveolus,fin
ECB99,Muu ikenen ja hammasharjanteen korjausleikkaus,ECSB99,Other reconstructive operations on gingiva,fin
ECU00,Inactivated at 31.12.2023 - Hammasharjanteeseen kiinnitetty istutteen tai kiinnityslaitteen poisto,ECSU00,Removal of implant or external fixation device from alveoli,fin
ECU01,"Hampaan keinojuuren poisto, tavanomainen",ECXU00,Removal of mini-implant or screw for tooth,fin
ECU02,"Hampaan keinojuuren poisto, vaativa",ECXU00,Removal of mini-implant or screw for tooth,fin
ECU03,"Hammasharjanteeseen kiinnitetyn kiinnityslaitteen poisto, tavanomainen",ECSU00,Removal of implant or external fixation device from alveoli,fin
ECU04,"Hammasharjanteeseen kiinnitetyn kiinnityslaitteen poisto, vaativa",ECSU00,Removal of implant or external fixation device from alveoli,fin
ECU05,"Mini-implantin tai -ruuvin poisto, suppea",ECXU00,Removal of mini-implant or screw for tooth,fin
ECU06,Mini-implantin tai -ruuvin poisto,ECXU00,Removal of mini-implant or screw for tooth,fin
ECW05,"Mini-implantin tai -ruuvin asettaminen, suppea",ECXB00,Setting mini-implant or screw for tooth,fin
ECW06,Mini-implantin tai -ruuvin asettaminen,ECXB00,Setting mini-implant or screw for tooth,fin
ECW99,Muu ikenen ja hammasharjanteen leikkaus,ECSW99,Other operation on gingiva or alveoli,fin
ED1AA,"Alaleuan röntgen, radiologinen lausunto",EDDA1A,Mandipular X-ray examination,fin
ED1KJ,Alaleuan C-kaaritutkimus,ZXDA90,Use of C-arm X-ray,fin
ED1PJ,Alaleuan O-kaaritutkimus,ZXDC90,Use of O-arm X-ray,fin
ED1VA,"Alaleuan röntgen, lääkärin lausunto potilaskertomuksessa",EDDA1A,Mandipular X-ray examination,fin
EDA00,Alaleukaluun märkäkeräymän aukaisu,EDSA00,Incision of mandible,fin
EDA10,Koepalan otto alaleukaluusta,EDSA10,Biopsy of mandible,fin
EDB00,Alaleukaluun osittainen poisto,EDSB00,Partial excision of mandible,fin
EDB10,Alaleuan poisto kokonaan (mandibulektomia),EDSB10,Mandibulectomy,fin
