code_nat,text_nat,code_plus,text_plus,vartype,varval,or_val,prop_0,varval_text_comb,nat_ver
AAD05,"Verihyytymän poisto kovan aivokalvon alta, akuutti subduraali",AASD05,Evacuation of acute subdural haematoma,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD05,"Verihyytymän poisto kovan aivokalvon alta, akuutti subduraali",AASD05,Evacuation of acute subdural haematoma,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,PROCPR,01S29,1,False,Evacuation of chronic subdural haematoma,est/swe/lat/ice/den/fin/nor
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD10,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",AASD10,Evacuation of chronic subdural haematoma,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,AASD12,Drainage of subdural fluid,OR,1,1,False,,ice/fin/est
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,AASD12,Drainage of subdural fluid,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,ice/fin/est
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,AASD12,Drainage of subdural fluid,PROCPR,02S01,1,False,Procedure of the orbit,ice/fin/est
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,AASD12,Drainage of subdural fluid,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,ice/fin/est
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,AASD12,Drainage of subdural fluid,PROCPR,21S04,1,False,Craniotomy for trauma,ice/fin/est
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,AASD12,Drainage of subdural fluid,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD12,Kovan aivokalvon alaisen nesteen kanavointi keuhkopussiin tai vatsaonteloon,AASD12,Drainage of subdural fluid,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,ice/fin/est
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,PROCPR,17S01,1,False,Major OR procedure in myeloproliferative diseases and disorders,est/swe/lat/ice/den/fin/nor
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD15,Aivokudoksen verihyytymän tai ruhjeen poisto,AASD15,Evacuation of traumatic intracerebral haematoma,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAD16,Kovan aivokalvon alaisen laskuputken poisto,AASD16,Removal of subdural drainage,OR,1,1,False,,ice/fin/est
AAD16,Kovan aivokalvon alaisen laskuputken poisto,AASD16,Removal of subdural drainage,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,ice/fin/est
AAD16,Kovan aivokalvon alaisen laskuputken poisto,AASD16,Removal of subdural drainage,PROCPR,02S01,1,False,Procedure of the orbit,ice/fin/est
AAD16,Kovan aivokalvon alaisen laskuputken poisto,AASD16,Removal of subdural drainage,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,ice/fin/est
AAD16,Kovan aivokalvon alaisen laskuputken poisto,AASD16,Removal of subdural drainage,PROCPR,21S04,1,False,Craniotomy for trauma,ice/fin/est
AAD16,Kovan aivokalvon alaisen laskuputken poisto,AASD16,Removal of subdural drainage,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD16,Kovan aivokalvon alaisen laskuputken poisto,AASD16,Removal of subdural drainage,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,ice/fin/est
AAD30,Kallon lävistävän vamman tarkistamisleikkaus,AASD30,Revision of penetrating or perforating injury of skull,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAD30,Kallon lävistävän vamman tarkistamisleikkaus,AASD30,Revision of penetrating or perforating injury of skull,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAD30,Kallon lävistävän vamman tarkistamisleikkaus,AASD30,Revision of penetrating or perforating injury of skull,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAD30,Kallon lävistävän vamman tarkistamisleikkaus,AASD30,Revision of penetrating or perforating injury of skull,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAD30,Kallon lävistävän vamman tarkistamisleikkaus,AASD30,Revision of penetrating or perforating injury of skull,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAD30,Kallon lävistävän vamman tarkistamisleikkaus,AASD30,Revision of penetrating or perforating injury of skull,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD30,Kallon lävistävän vamman tarkistamisleikkaus,AASD30,Revision of penetrating or perforating injury of skull,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAD40,Kallon painumismurtuman nosto,AASD40,Revision of fracture of skull,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAD40,Kallon painumismurtuman nosto,AASD40,Revision of fracture of skull,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAD40,Kallon painumismurtuman nosto,AASD40,Revision of fracture of skull,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAD40,Kallon painumismurtuman nosto,AASD40,Revision of fracture of skull,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAD40,Kallon painumismurtuman nosto,AASD40,Revision of fracture of skull,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAD40,Kallon painumismurtuman nosto,AASD40,Revision of fracture of skull,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD40,Kallon painumismurtuman nosto,AASD40,Revision of fracture of skull,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAD42,Frontobasaalisen murtuman hoito,AASD42,Treatment of frontobasal fracture of skull,OR,1,1,False,,ice/fin/est
AAD42,Frontobasaalisen murtuman hoito,AASD42,Treatment of frontobasal fracture of skull,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,ice/fin/est
AAD42,Frontobasaalisen murtuman hoito,AASD42,Treatment of frontobasal fracture of skull,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,ice/fin/est
AAD42,Frontobasaalisen murtuman hoito,AASD42,Treatment of frontobasal fracture of skull,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice/fin/est
AAD42,Frontobasaalisen murtuman hoito,AASD42,Treatment of frontobasal fracture of skull,PROCPR,21S04,1,False,Craniotomy for trauma,ice/fin/est
AAD42,Frontobasaalisen murtuman hoito,AASD42,Treatment of frontobasal fracture of skull,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD42,Frontobasaalisen murtuman hoito,AASD42,Treatment of frontobasal fracture of skull,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,ice/fin/est
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,PROCPR,02S01,1,False,Procedure of the orbit,est/swe/lat/ice/den/fin/nor
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAD99,Muu aivo- tai kallovamman leikkaus,AASD99,Other operation for head injury,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE00,Tutkimusleikkaus transsphenoidaalisesti,AASE00,Transsphenoidal exploration,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE00,Tutkimusleikkaus transsphenoidaalisesti,AASE00,Transsphenoidal exploration,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE00,Tutkimusleikkaus transsphenoidaalisesti,AASE00,Transsphenoidal exploration,PROCPR,10S09,1,False,Pituitary procedure,est/swe/lat/ice/den/fin/nor
AAE00,Tutkimusleikkaus transsphenoidaalisesti,AASE00,Transsphenoidal exploration,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE00,Tutkimusleikkaus transsphenoidaalisesti,AASE00,Transsphenoidal exploration,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE00,Tutkimusleikkaus transsphenoidaalisesti,AASE00,Transsphenoidal exploration,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE00,Tutkimusleikkaus transsphenoidaalisesti,AASE00,Transsphenoidal exploration,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,PROCPR,15S01,1,False,Major neonatal operation,est/swe/lat/ice/den/fin/nor
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE05,Aivonesteavanteen tukkiminen endoskooppisesti nenän kautta,AASK40,Closure of cerebrospinal fluid fistula,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE10,Kudoksen poistaminen transsfenoidaalisesti,AASE10,Transsphenoidal total or partial excision of intracranial lesion,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE10,Kudoksen poistaminen transsfenoidaalisesti,AASE10,Transsphenoidal total or partial excision of intracranial lesion,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE10,Kudoksen poistaminen transsfenoidaalisesti,AASE10,Transsphenoidal total or partial excision of intracranial lesion,PROCPR,10S09,1,False,Pituitary procedure,est/swe/lat/ice/den/fin/nor
AAE10,Kudoksen poistaminen transsfenoidaalisesti,AASE10,Transsphenoidal total or partial excision of intracranial lesion,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE10,Kudoksen poistaminen transsfenoidaalisesti,AASE10,Transsphenoidal total or partial excision of intracranial lesion,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE10,Kudoksen poistaminen transsfenoidaalisesti,AASE10,Transsphenoidal total or partial excision of intracranial lesion,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE10,Kudoksen poistaminen transsfenoidaalisesti,AASE10,Transsphenoidal total or partial excision of intracranial lesion,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",AASE20,Transoral total or partial excision of intracranial lesion,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",AASE20,Transoral total or partial excision of intracranial lesion,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",AASE20,Transoral total or partial excision of intracranial lesion,PROCPR,10S09,1,False,Pituitary procedure,est/swe/lat/ice/den/fin/nor
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",AASE20,Transoral total or partial excision of intracranial lesion,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",AASE20,Transoral total or partial excision of intracranial lesion,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",AASE20,Transoral total or partial excision of intracranial lesion,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE20,"Kudoksen poistaminen transklivaalisesti, suun kautta",AASE20,Transoral total or partial excision of intracranial lesion,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",AASE25,Transcervical total or partial excision of intracranial lesion,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",AASE25,Transcervical total or partial excision of intracranial lesion,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",AASE25,Transcervical total or partial excision of intracranial lesion,PROCPR,03S12,1,False,"Other ear, nose, mouth or throat OR procedure",est/swe/lat/ice/den/fin/nor
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",AASE25,Transcervical total or partial excision of intracranial lesion,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",AASE25,Transcervical total or partial excision of intracranial lesion,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",AASE25,Transcervical total or partial excision of intracranial lesion,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE25,"Kudoksen poistaminen kallon sisältä transkervikaalisesti, kaulan kautta",AASE25,Transcervical total or partial excision of intracranial lesion,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE30,Kudoksen poistaminen translabyrintaarisesti,AASE30,Translabyrinthine total or partial excision of intracranial lesion,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE30,Kudoksen poistaminen translabyrintaarisesti,AASE30,Translabyrinthine total or partial excision of intracranial lesion,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE30,Kudoksen poistaminen translabyrintaarisesti,AASE30,Translabyrinthine total or partial excision of intracranial lesion,PROCPR,03S12,1,False,"Other ear, nose, mouth or throat OR procedure",est/swe/lat/ice/den/fin/nor
AAE30,Kudoksen poistaminen translabyrintaarisesti,AASE30,Translabyrinthine total or partial excision of intracranial lesion,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE30,Kudoksen poistaminen translabyrintaarisesti,AASE30,Translabyrinthine total or partial excision of intracranial lesion,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE30,Kudoksen poistaminen translabyrintaarisesti,AASE30,Translabyrinthine total or partial excision of intracranial lesion,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE30,Kudoksen poistaminen translabyrintaarisesti,AASE30,Translabyrinthine total or partial excision of intracranial lesion,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,AASE32,Translabyrinthine excision acoustic neurinome,OR,1,1,False,,ice/fin/est
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,AASE32,Translabyrinthine excision acoustic neurinome,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,ice/fin/est
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,AASE32,Translabyrinthine excision acoustic neurinome,PROCPR,03S12,1,False,"Other ear, nose, mouth or throat OR procedure",ice/fin/est
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,AASE32,Translabyrinthine excision acoustic neurinome,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice/fin/est
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,AASE32,Translabyrinthine excision acoustic neurinome,PROCPR,21S04,1,False,Craniotomy for trauma,ice/fin/est
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,AASE32,Translabyrinthine excision acoustic neurinome,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE32,Akustikusneurinooman poisto translabyrintaarisesti,AASE32,Translabyrinthine excision acoustic neurinome,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,ice/fin/est
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,AASE34,Other operations on acoustical nerve,OR,1,1,False,,ice/fin
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,AASE34,Other operations on acoustical nerve,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,ice/fin
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,AASE34,Other operations on acoustical nerve,PROCPR,03S12,1,False,"Other ear, nose, mouth or throat OR procedure",ice/fin
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,AASE34,Other operations on acoustical nerve,PROCPR,14S90,1,False,Significant operation for obstetrical patient,ice/fin
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,AASE34,Other operations on acoustical nerve,PROCPR,21S04,1,False,Craniotomy for trauma,ice/fin
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,AASE34,Other operations on acoustical nerve,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE34,Kuulo- tai tasapainohermoon kohdistuva muu leikkaus,AASE34,Other operations on acoustical nerve,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,ice/fin
AAE40,Kudoksen poistaminen transtemporaalisesti,AASE40,Transtemporal total or partial excision of intracranial lesion,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE40,Kudoksen poistaminen transtemporaalisesti,AASE40,Transtemporal total or partial excision of intracranial lesion,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE40,Kudoksen poistaminen transtemporaalisesti,AASE40,Transtemporal total or partial excision of intracranial lesion,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAE40,Kudoksen poistaminen transtemporaalisesti,AASE40,Transtemporal total or partial excision of intracranial lesion,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE40,Kudoksen poistaminen transtemporaalisesti,AASE40,Transtemporal total or partial excision of intracranial lesion,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE40,Kudoksen poistaminen transtemporaalisesti,AASE40,Transtemporal total or partial excision of intracranial lesion,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE40,Kudoksen poistaminen transtemporaalisesti,AASE40,Transtemporal total or partial excision of intracranial lesion,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,AASE50,Zygomaticotemporal total or partial excision of intracranial lesion,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,AASE50,Zygomaticotemporal total or partial excision of intracranial lesion,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,AASE50,Zygomaticotemporal total or partial excision of intracranial lesion,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,AASE50,Zygomaticotemporal total or partial excision of intracranial lesion,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,AASE50,Zygomaticotemporal total or partial excision of intracranial lesion,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,AASE50,Zygomaticotemporal total or partial excision of intracranial lesion,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE50,Kudoksen poistaminen poskikaaren ja ohimoluun läpi,AASE50,Zygomaticotemporal total or partial excision of intracranial lesion,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,AASE99,Other operation by cranial base approach,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,AASE99,Other operation by cranial base approach,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,AASE99,Other operation by cranial base approach,PROCPR,08S20,1,False,Other musculoskeletal system or connective tissue OR procedure,est/swe/lat/ice/den/fin/nor
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,AASE99,Other operation by cranial base approach,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,AASE99,Other operation by cranial base approach,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,AASE99,Other operation by cranial base approach,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAE99,Muu kallonpohjan kautta tehtävä leikkaus,AASE99,Other operation by cranial base approach,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,PROCPR,01S28,1,False,Shunt operations on ventricles of brain and  intracerebral cysts,est/swe/lat/ice/den/fin/nor
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,PROCPR,15S01,1,False,Major neonatal operation,est/swe/lat/ice/den/fin/nor
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,PROCPR,21S04,1,False,Craniotomy for trauma,est/swe/lat/ice/den/fin/nor
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,PROCPR,21S10,1,False,OR procedure for trauma,fin
AAF00,Aivokammioavanteen teko,AASF00,Ventriculostomy,PROCPR,99S90,1,False,Extensive procedure - list created during the exporting process,est/swe/lat/ice/den/fin/nor
AAF05,Aivokammion kanavointi vatsaonteloon,AASF05,Ventriculoperitoneal shunt,OR,1,1,False,,est/swe/lat/ice/den/fin/nor
AAF05,Aivokammion kanavointi vatsaonteloon,AASF05,Ventriculoperitoneal shunt,PROCPR,01S01,1,False,Craniotomy or intracranial procedure,est/swe/lat/ice/den/fin/nor
AAF05,Aivokammion kanavointi vatsaonteloon,AASF05,Ventriculoperitoneal shunt,PROCPR,01S28,1,False,Shunt operations on ventricles of brain and  intracerebral cysts,est/swe/lat/ice/den/fin/nor
AAF05,Aivokammion kanavointi vatsaonteloon,AASF05,Ventriculoperitoneal shunt,PROCPR,14S90,1,False,Significant operation for obstetrical patient,est/swe/lat/ice/den/fin/nor
