code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,vartype,varval,prop_0,varval_text_comb,nat_ver
A07DA,,Inactivated at 31.12.2023 - Antipropulsives,,A07DA,,Antipropulsives,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A07DA01,,Difenoksylaatti,,A07DA01,,Diphenoxylate,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07DA01,,Difenoksylaatti,,A07DA01,,Diphenoxylate,,MDC,00,True,PreMDC DRG,fin/swe
A07DA02,,Opium,,A07DA02,,Opium,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07DA02,,Opium,,A07DA02,,Opium,,MDC,00,True,PreMDC DRG,fin/swe
A07DA03,,Loperamidi,,A07DA03,,Loperamide,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07DA03,,Loperamidi,,A07DA03,,Loperamide,,MDC,00,True,PreMDC DRG,fin/swe
A07DA04,,Difenoksiini,,A07DA04,,Difenoxin,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07DA04,,Difenoksiini,,A07DA04,,Difenoxin,,MDC,00,True,PreMDC DRG,fin/swe
A07DA05,,Loperamidioksidi,,A07DA05,,Loperamide oxide,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07DA05,,Loperamidioksidi,,A07DA05,,Loperamide oxide,,MDC,00,True,PreMDC DRG,fin/swe
A07DA06,,Eluksadolini,,A07DA06,,Eluxadoline,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/fin
A07DA06,,Eluksadolini,,A07DA06,,Eluxadoline,,MDC,00,True,PreMDC DRG,swe/fin
A07DA52,,"Morfiini, yhdistelmävalmisteet",,A07DA52,,"Morphine, combinations",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07DA52,,"Morfiini, yhdistelmävalmisteet",,A07DA52,,"Morphine, combinations",,MDC,00,True,PreMDC DRG,fin/swe
A07DA53,,"Loperamidi, yhdistelmävalmisteet",,A07DA53,,"Loperamide, combinations",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07DA53,,"Loperamidi, yhdistelmävalmisteet",,A07DA53,,"Loperamide, combinations",,MDC,00,True,PreMDC DRG,fin/swe
A07EA,,Inactivated at 31.12.2023 - Corticosteroids acting locally,,A07EA,,Corticosteroids acting locally,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A07EA,,Inactivated at 31.12.2023 - Corticosteroids acting locally,,A07EA,,Corticosteroids acting locally,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A07EA01,,Prednisoloni,,A07EA01,,Prednisolone,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EA01,,Prednisoloni,,A07EA01,,Prednisolone,,MDC,00,True,PreMDC DRG,fin/swe
A07EA02,,Hydrokortisoni,,A07EA02,,Hydrocortisone,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EA02,,Hydrokortisoni,,A07EA02,,Hydrocortisone,,MDC,00,True,PreMDC DRG,fin/swe
A07EA03,,Prednisoni,,A07EA03,,Prednisone,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EA03,,Prednisoni,,A07EA03,,Prednisone,,MDC,00,True,PreMDC DRG,fin/swe
A07EA04,,Beetametasoni,,A07EA04,,Betamethasone,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EA04,,Beetametasoni,,A07EA04,,Betamethasone,,MDC,00,True,PreMDC DRG,fin/swe
A07EA05,,Tiksokortoli,,A07EA05,,Tixocortol,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EA05,,Tiksokortoli,,A07EA05,,Tixocortol,,MDC,00,True,PreMDC DRG,fin/swe
A07EA06,,Budesonidi,,A07EA06,,Budesonide,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EA06,,Budesonidi,,A07EA06,,Budesonide,,MDC,00,True,PreMDC DRG,fin/swe
A07EA07,,Beklometasoni,,A07EA07,,Beclometasone,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EA07,,Beklometasoni,,A07EA07,,Beclometasone,,MDC,00,True,PreMDC DRG,fin/swe
A07EB,,"Inactivated at 31.12.2023 - Antiallergic agents, excl. corticosteroids",,A07EB,,"Antiallergic agents, excl. corticosteroids",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A07EB,,"Inactivated at 31.12.2023 - Antiallergic agents, excl. corticosteroids",,A07EB,,"Antiallergic agents, excl. corticosteroids",,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A07EB01,,Natriumkromoglikaatti,,A07EB01,,Cromoglicic acid,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EB01,,Natriumkromoglikaatti,,A07EB01,,Cromoglicic acid,,MDC,00,True,PreMDC DRG,fin/swe
A07EC,,Inactivated at 31.12.2023 - Aminosalicylic acid and similar agents,,A07EC,,Aminosalicylic acid and similar agents,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A07EC,,Inactivated at 31.12.2023 - Aminosalicylic acid and similar agents,,A07EC,,Aminosalicylic acid and similar agents,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A07EC01,,Sulfasalatsiini,,A07EC01,,Sulfasalazine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EC01,,Sulfasalatsiini,,A07EC01,,Sulfasalazine,,MDC,00,True,PreMDC DRG,fin/swe
A07EC02,,Mesalatsiini,,A07EC02,,Mesalazine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EC02,,Mesalatsiini,,A07EC02,,Mesalazine,,MDC,00,True,PreMDC DRG,fin/swe
A07EC03,,Olsalatsiini,,A07EC03,,Olsalazine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EC03,,Olsalatsiini,,A07EC03,,Olsalazine,,MDC,00,True,PreMDC DRG,fin/swe
A07EC04,,Balsalatsidi,,A07EC04,,Balsalazide,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07EC04,,Balsalatsidi,,A07EC04,,Balsalazide,,MDC,00,True,PreMDC DRG,fin/swe
A07FA,,Inactivated at 31.12.2023 - Antidiarrheal microorganisms,,A07FA,,Antidiarrheal microorganisms,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A07FA,,Inactivated at 31.12.2023 - Antidiarrheal microorganisms,,A07FA,,Antidiarrheal microorganisms,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A07FA01,,Maitohappobakteerit,,A07FA01,,Lactic acid producing organisms,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07FA01,,Maitohappobakteerit,,A07FA01,,Lactic acid producing organisms,,MDC,00,True,PreMDC DRG,fin/swe
A07FA02,,Saccharomyces boulardii,,A07FA02,,Saccharomyces boulardii,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07FA02,,Saccharomyces boulardii,,A07FA02,,Saccharomyces boulardii,,MDC,00,True,PreMDC DRG,fin/swe
A07FA03,,Escherichia Coli,,A07FA03,,Escherichia coli,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07FA51,,"Maitohappobakteerit, yhdistelmävalmisteet",,A07FA51,,"Lactic acid producing organisms, combinations",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07FA51,,"Maitohappobakteerit, yhdistelmävalmisteet",,A07FA51,,"Lactic acid producing organisms, combinations",,MDC,00,True,PreMDC DRG,fin/swe
A07XA,,Inactivated at 31.12.2023 - Other antidiarrheals,,A07XA,,Other antidiarrheals,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A07XA,,Inactivated at 31.12.2023 - Other antidiarrheals,,A07XA,,Other antidiarrheals,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A07XA01,,Albumiinitannaatti,,A07XA01,,Albumin tannate,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07XA01,,Albumiinitannaatti,,A07XA01,,Albumin tannate,,MDC,00,True,PreMDC DRG,fin/swe
A07XA02,,Keratonia,,A07XA02,,Ceratonia,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07XA02,,Keratonia,,A07XA02,,Ceratonia,,MDC,00,True,PreMDC DRG,fin/swe
A07XA03,,Kalsiumyhdisteet,,A07XA03,,Calcium compounds,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07XA03,,Kalsiumyhdisteet,,A07XA03,,Calcium compounds,,MDC,00,True,PreMDC DRG,fin/swe
A07XA04,,Rasekadotriili,,A07XA04,,Racecadotril,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07XA04,,Rasekadotriili,,A07XA04,,Racecadotril,,MDC,00,True,PreMDC DRG,fin/swe
A07XA06,,Krofelemeeri,,A07XA06,,Crofelemer,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07XA06,,Krofelemeeri,,A07XA06,,Crofelemer,,MDC,00,True,PreMDC DRG,fin/swe
A07XA51,,"Albumiinitannaatti, yhdistelmävalmisteet",,A07XA51,,"Albumin tannate, combinations",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A07XA51,,"Albumiinitannaatti, yhdistelmävalmisteet",,A07XA51,,"Albumin tannate, combinations",,MDC,00,True,PreMDC DRG,fin/swe
A080,,Rotaviruksen aiheuttama suolitulehdus,,A0800,,Rotaviral enteritis,,COMPL,06G26,False,Gastroenteritis- major CC,est/swe/lat/ice/den/fin/nor
A080,,Rotaviruksen aiheuttama suolitulehdus,,A0800,,Rotaviral enteritis,,DGCAT,06M99,False,Other digestive system diagnoses,swe/fin
A080,,Rotaviruksen aiheuttama suolitulehdus,,A0800,,Rotaviral enteritis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
A080,,Rotaviruksen aiheuttama suolitulehdus,,A0800,,Rotaviral enteritis,,MDC,06,False,Diseases and disorders of the digestive system,est/swe/lat/ice/den/fin/nor
A080,,Rotaviruksen aiheuttama suolitulehdus,,A0800,,Rotaviral enteritis,,PDGPRO,06P06,False,Gastroenteritis,swe/fin
A080,,Rotaviruksen aiheuttama suolitulehdus,,A0800,,Rotaviral enteritis,,SDGPRO,06K99,False,Diseases and disorders of the digestive system,est/swe/lat/ice/fin
A081,,Norwalk-tekijän aiheuttama akuuttimaha-suolistosairaus,,A0810,,Acute gastroenteropathy due to Norwalk agent,,COMPL,06G26,False,Gastroenteritis- major CC,est/swe/lat/ice/den/fin/nor
A081,,Norwalk-tekijän aiheuttama akuuttimaha-suolistosairaus,,A0810,,Acute gastroenteropathy due to Norwalk agent,,DGCAT,06M99,False,Other digestive system diagnoses,swe/fin
A081,,Norwalk-tekijän aiheuttama akuuttimaha-suolistosairaus,,A0810,,Acute gastroenteropathy due to Norwalk agent,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
A081,,Norwalk-tekijän aiheuttama akuuttimaha-suolistosairaus,,A0810,,Acute gastroenteropathy due to Norwalk agent,,MDC,06,False,Diseases and disorders of the digestive system,est/swe/lat/ice/den/fin/nor
A081,,Norwalk-tekijän aiheuttama akuuttimaha-suolistosairaus,,A0810,,Acute gastroenteropathy due to Norwalk agent,,PDGPRO,06P06,False,Gastroenteritis,swe/fin
A081,,Norwalk-tekijän aiheuttama akuuttimaha-suolistosairaus,,A0810,,Acute gastroenteropathy due to Norwalk agent,,SDGPRO,06K99,False,Diseases and disorders of the digestive system,est/swe/lat/ice/fin
A082,,Adenoviruksen aiheuttama suolitulehdus,,A0820,,Adenoviral enteritis,,COMPL,06C26,False,Gastroenteritis,est/swe/lat/ice/den/fin/nor
A082,,Adenoviruksen aiheuttama suolitulehdus,,A0820,,Adenoviral enteritis,,DGCAT,06M99,False,Other digestive system diagnoses,swe/fin
A082,,Adenoviruksen aiheuttama suolitulehdus,,A0820,,Adenoviral enteritis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
A082,,Adenoviruksen aiheuttama suolitulehdus,,A0820,,Adenoviral enteritis,,MDC,06,False,Diseases and disorders of the digestive system,est/swe/lat/ice/den/fin/nor
A082,,Adenoviruksen aiheuttama suolitulehdus,,A0820,,Adenoviral enteritis,,PDGPRO,06P06,False,Gastroenteritis,swe/fin
A082,,Adenoviruksen aiheuttama suolitulehdus,,A0820,,Adenoviral enteritis,,SDGPRO,06K99,False,Diseases and disorders of the digestive system,est/swe/lat/ice/fin
A083,,Muu virussuolitulehdus,,A0830,,Other viral enteritis,,COMPL,06G26,False,Gastroenteritis- major CC,est/swe/lat/ice/den/fin/nor
A083,,Muu virussuolitulehdus,,A0830,,Other viral enteritis,,DGCAT,06M99,False,Other digestive system diagnoses,swe/fin
A083,,Muu virussuolitulehdus,,A0830,,Other viral enteritis,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
A083,,Muu virussuolitulehdus,,A0830,,Other viral enteritis,,MDC,06,False,Diseases and disorders of the digestive system,est/swe/lat/ice/den/fin/nor
A083,,Muu virussuolitulehdus,,A0830,,Other viral enteritis,,PDGPRO,06P06,False,Gastroenteritis,swe/fin
A083,,Muu virussuolitulehdus,,A0830,,Other viral enteritis,,SDGPRO,06K99,False,Diseases and disorders of the digestive system,est/swe/lat/ice/fin
A084,,Määrittämätön virussuolitulehdus,,A0840,,"Viral intestinal infection, unspecified",,DGCAT,06M99,False,Other digestive system diagnoses,swe/fin
A084,,Määrittämätön virussuolitulehdus,,A0840,,"Viral intestinal infection, unspecified",,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
A084,,Määrittämätön virussuolitulehdus,,A0840,,"Viral intestinal infection, unspecified",,MDC,06,False,Diseases and disorders of the digestive system,est/swe/lat/ice/den/fin/nor
A084,,Määrittämätön virussuolitulehdus,,A0840,,"Viral intestinal infection, unspecified",,PDGPRO,06P06,False,Gastroenteritis,swe/fin
A084,,Määrittämätön virussuolitulehdus,,A0840,,"Viral intestinal infection, unspecified",,SDGPRO,06K99,False,Diseases and disorders of the digestive system,est/swe/lat/ice/fin
A085,,Muu suolistoinfektio,,A0850,,Other specified intestinal infections,,DGCAT,06M99,False,Other digestive system diagnoses,swe/fin
A085,,Muu suolistoinfektio,,A0850,,Other specified intestinal infections,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
A085,,Muu suolistoinfektio,,A0850,,Other specified intestinal infections,,MDC,06,False,Diseases and disorders of the digestive system,est/swe/lat/ice/den/fin/nor
A085,,Muu suolistoinfektio,,A0850,,Other specified intestinal infections,,PDGPRO,06P06,False,Gastroenteritis,swe/fin
A085,,Muu suolistoinfektio,,A0850,,Other specified intestinal infections,,PDGPRO,18P01,False,HIV or HIV related main condition,est/swe/lat/ice/den/fin/nor
A085,,Muu suolistoinfektio,,A0850,,Other specified intestinal infections,,SDGPRO,06K99,False,Diseases and disorders of the digestive system,est/swe/lat/ice/fin
A08AA,,Inactivated at 31.12.2023 - Centrally acting antiobesity products,,A08AA,,Centrally acting antiobesity products,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A08AA,,Inactivated at 31.12.2023 - Centrally acting antiobesity products,,A08AA,,Centrally acting antiobesity products,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A08AA01,,Fentermiini,,A08AA01,,Phentermine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA01,,Fentermiini,,A08AA01,,Phentermine,,MDC,00,True,PreMDC DRG,fin/swe
A08AA02,,Fenfluramiini,,A08AA02,,Fenfluramine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA02,,Fenfluramiini,,A08AA02,,Fenfluramine,,MDC,00,True,PreMDC DRG,fin/swe
A08AA03,,Amfepramoni,,A08AA03,,Amfepramone,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA03,,Amfepramoni,,A08AA03,,Amfepramone,,MDC,00,True,PreMDC DRG,fin/swe
A08AA04,,Deksfenfluramiini,,A08AA04,,Dexfenfluramine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA04,,Deksfenfluramiini,,A08AA04,,Dexfenfluramine,,MDC,00,True,PreMDC DRG,fin/swe
A08AA05,,Matsindoli,,A08AA05,,Mazindol,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA05,,Matsindoli,,A08AA05,,Mazindol,,MDC,00,True,PreMDC DRG,fin/swe
A08AA06,,Etilamfetamiini,,A08AA06,,Etilamfetamine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA06,,Etilamfetamiini,,A08AA06,,Etilamfetamine,,MDC,00,True,PreMDC DRG,fin/swe
A08AA07,,Katiini,,A08AA07,,Cathine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA07,,Katiini,,A08AA07,,Cathine,,MDC,00,True,PreMDC DRG,fin/swe
A08AA08,,Klobentsoreksi,,A08AA08,,Clobenzorex,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA08,,Klobentsoreksi,,A08AA08,,Clobenzorex,,MDC,00,True,PreMDC DRG,fin/swe
A08AA09,,Mefenoreksi,,A08AA09,,Mefenorex,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA09,,Mefenoreksi,,A08AA09,,Mefenorex,,MDC,00,True,PreMDC DRG,fin/swe
A08AA10,,Sibutramiini,,A08AA10,,Sibutramine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA10,,Sibutramiini,,A08AA10,,Sibutramine,,MDC,00,True,PreMDC DRG,fin/swe
A08AA11,,Lorkaseriini,,A08AA11,,Lorcaserin,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/fin
A08AA11,,Lorkaseriini,,A08AA11,,Lorcaserin,,MDC,00,True,PreMDC DRG,swe/fin
A08AA12,,Setmelanotidi,,A08AA12,,Setmelanotide,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA12,,Setmelanotidi,,A08AA12,,Setmelanotide,,MDC,00,True,PreMDC DRG,fin/swe
A08AA51,,Fentermiini ja topiramaatti,,A08AA51,,Phentermine and topiramate,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA51,,Fentermiini ja topiramaatti,,A08AA51,,Phentermine and topiramate,,MDC,00,True,PreMDC DRG,fin/swe
A08AA56,,"Efedriini, yhdistelmävalmisteet",,A08AA56,,"Ephedrine, combinations",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AA56,,"Efedriini, yhdistelmävalmisteet",,A08AA56,,"Ephedrine, combinations",,MDC,00,True,PreMDC DRG,fin/swe
A08AA62,,Bupropioni ja naltreksoni,,A08AA62,,Bupropion and naltrexone,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/fin
A08AA62,,Bupropioni ja naltreksoni,,A08AA62,,Bupropion and naltrexone,,MDC,00,True,PreMDC DRG,swe/fin
A08AB,,Inactivated at 31.12.2023 - Peripherally acting antiobesity products,,A08AB,,Peripherally acting antiobesity products,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A08AB,,Inactivated at 31.12.2023 - Peripherally acting antiobesity products,,A08AB,,Peripherally acting antiobesity products,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A08AB01,,Orlistaatti,,A08AB01,,Orlistat,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AB01,,Orlistaatti,,A08AB01,,Orlistat,,MDC,00,True,PreMDC DRG,fin/swe
A08AX01,,Rimonabantti,,A08AX01,,Rimonabant,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A08AX01,,Rimonabantti,,A08AX01,,Rimonabant,,MDC,00,True,PreMDC DRG,fin/swe
A09,,Tarttuvaksi oletettu ripuli ja maha-suolitulehdus,,A0900,,Diarrhoea and gastroenteritis of presumed infectious origin,,DGCAT,06M99,False,Other digestive system diagnoses,swe/fin
A09,,Tarttuvaksi oletettu ripuli ja maha-suolitulehdus,,A0900,,Diarrhoea and gastroenteritis of presumed infectious origin,,DGPROP,15X98,False,Other significant problem of neonate,est/swe/lat/ice/den/fin/nor
A09,,Tarttuvaksi oletettu ripuli ja maha-suolitulehdus,,A0900,,Diarrhoea and gastroenteritis of presumed infectious origin,,MDC,06,False,Diseases and disorders of the digestive system,est/swe/lat/ice/den/fin/nor
A09,,Tarttuvaksi oletettu ripuli ja maha-suolitulehdus,,A0900,,Diarrhoea and gastroenteritis of presumed infectious origin,,PDGPRO,06P06,False,Gastroenteritis,swe/fin
A09,,Tarttuvaksi oletettu ripuli ja maha-suolitulehdus,,A0900,,Diarrhoea and gastroenteritis of presumed infectious origin,,PDGPRO,18P01,False,HIV or HIV related main condition,est/swe/lat/ice/den/fin/nor
A09,,Tarttuvaksi oletettu ripuli ja maha-suolitulehdus,,A0900,,Diarrhoea and gastroenteritis of presumed infectious origin,,SDGPRO,06K99,False,Diseases and disorders of the digestive system,est/swe/lat/ice/fin
A09AA,,Inactivated at 31.12.2023 - Enzyme preparations,,A09AA,,Enzyme preparations,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A09AA,,Inactivated at 31.12.2023 - Enzyme preparations,,A09AA,,Enzyme preparations,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A09AA01,,Diastaasi,,A09AA01,,Diastase,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AA01,,Diastaasi,,A09AA01,,Diastase,,MDC,00,True,PreMDC DRG,fin/swe
A09AA02,,"Useita entsyymejä (lipaasi, proteaasi jne.) sisältävät valmisteet",,A09AA02,,"Multienzymes (lipase, protease etc.)",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AA02,,"Useita entsyymejä (lipaasi, proteaasi jne.) sisältävät valmisteet",,A09AA02,,"Multienzymes (lipase, protease etc.)",,MDC,00,True,PreMDC DRG,fin/swe
A09AA03,,Pepsiini,,A09AA03,,Pepsin,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AA03,,Pepsiini,,A09AA03,,Pepsin,,MDC,00,True,PreMDC DRG,fin/swe
A09AA04,,Tilaktaasi,,A09AA04,,Tilactase,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AA04,,Tilaktaasi,,A09AA04,,Tilactase,,MDC,00,True,PreMDC DRG,fin/swe
A09AB,,Inactivated at 31.12.2023 - Acid preparations,,A09AB,,Acid preparations,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A09AB,,Inactivated at 31.12.2023 - Acid preparations,,A09AB,,Acid preparations,,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A09AB01,,Glutamiinihappo,,A09AB01,,Glutamic acid hydrochloride,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AB01,,Glutamiinihappo,,A09AB01,,Glutamic acid hydrochloride,,MDC,00,True,PreMDC DRG,fin/swe
A09AB02,,Betaiinihydrokloridi,,A09AB02,,Betaine hydrochloride,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AB02,,Betaiinihydrokloridi,,A09AB02,,Betaine hydrochloride,,MDC,00,True,PreMDC DRG,fin/swe
A09AB03,,Suolahappo,,A09AB03,,Hydrochloric acid,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AB03,,Suolahappo,,A09AB03,,Hydrochloric acid,,MDC,00,True,PreMDC DRG,fin/swe
A09AB04,,Sitruunahappo,,A09AB04,,Citric acid,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AB04,,Sitruunahappo,,A09AB04,,Citric acid,,MDC,00,True,PreMDC DRG,fin/swe
A09AC,,"Inactivated at 31.12.2023 - Enzyme and acid preparations, combinations",,A09AC,,"Enzyme and acid preparations, combinations",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A09AC,,"Inactivated at 31.12.2023 - Enzyme and acid preparations, combinations",,A09AC,,"Enzyme and acid preparations, combinations",,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A09AC01,,"Pepsiini ja happo, yhdistelmävalmisteet",,A09AC01,,Pepsin and acid preparations,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AC01,,"Pepsiini ja happo, yhdistelmävalmisteet",,A09AC01,,Pepsin and acid preparations,,MDC,00,True,PreMDC DRG,fin/swe
A09AC02,,Useiden entsyymien ja happojen yhdistelmävalmisteet,,A09AC02,,Multienzymes and acid preparations,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A09AC02,,Useiden entsyymien ja happojen yhdistelmävalmisteet,,A09AC02,,Multienzymes and acid preparations,,MDC,00,True,PreMDC DRG,fin/swe
A10AB,,"Inactivated at 31.12.2023 - Insulins and analogues, fast-acting",,A10AB,,"Insulins and analogues, fast-acting",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
A10AB,,"Inactivated at 31.12.2023 - Insulins and analogues, fast-acting",,A10AB,,"Insulins and analogues, fast-acting",,MDC,00,True,PreMDC DRG,swe/ice/den/fin/nor
A10AB01,,Ihmisinsuliini,,A10AB01,,Insulin (human),,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A10AB01,,Ihmisinsuliini,,A10AB01,,Insulin (human),,MDC,00,True,PreMDC DRG,fin/swe
A10AB02,,Naudaninsuliini,,A10AB02,,Insulin (beef),,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A10AB02,,Naudaninsuliini,,A10AB02,,Insulin (beef),,MDC,00,True,PreMDC DRG,fin/swe
A10AB03,,Sianinsuliini,,A10AB03,,Insulin (pork),,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A10AB03,,Sianinsuliini,,A10AB03,,Insulin (pork),,MDC,00,True,PreMDC DRG,fin/swe
A10AB04,,Lisproinsuliini,,A10AB04,,Insulin lispro,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A10AB04,,Lisproinsuliini,,A10AB04,,Insulin lispro,,MDC,00,True,PreMDC DRG,fin/swe
A10AB05,,Aspartinsuliini,,A10AB05,,Insulin aspart,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A10AB05,,Aspartinsuliini,,A10AB05,,Insulin aspart,,MDC,00,True,PreMDC DRG,fin/swe
A10AB06,,Glulisinsuliini,,A10AB06,,Insulin glulisine,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A10AB06,,Glulisinsuliini,,A10AB06,,Insulin glulisine,,MDC,00,True,PreMDC DRG,fin/swe
A10AB30,,Yhdistelmävalmisteet,,A10AB30,,Combinations,,DGCAT,00M00,True,Code does not belong to any major diagnosis category,fin/swe
A10AB30,,Yhdistelmävalmisteet,,A10AB30,,Combinations,,MDC,00,True,PreMDC DRG,fin/swe
A10AC,,"Inactivated at 31.12.2023 - Insulins and analogues, intermediate-acting",,A10AC,,"Insulins and analogues, intermediate-acting",,DGCAT,00M00,True,Code does not belong to any major diagnosis category,swe/ice/den/fin/nor
