vartype,varval,varval_text_comb,code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,nat_ver
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q269,,Määrittämätön suurten laskimoiden synnynnäinen epämuodostuma,,Q2690,,"Congenital malformation of great vein, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q288,,Muu verenkiertoelinten synnynnäinen epämuodostuma,,Q2880,,Other specified congenital malformations of circulatory system,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q289,,Määrittämätön verenkiertoelinten synnynnäinen epämuodostuma,,Q2890,,"Congenital malformation of circulatory system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8705,,Möbiuksen oireyhtymä (aivohermojen liiketumakkeiden vajaakehitys),,Q870F,,Moebius syndrome,,den/fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8716,,Mulibrey-lyhytkasvuisuus,,Q8716,,Mulibrey nanism (Perheentupa syndrome),,fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8720,,Holt-Oramin oireyhtymä,,Q872A,,Holt-Oram syndrome,,den/fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8724,,Sirenomelia,,Q872E,,Sirenomelia,,den/fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8725,,Trombosytopenia ja värttinäluun puuttuminen (TAR-oireyhtymä),,Q872F,,TAR syndrome,,den/fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8726,,VATER-assosiaatio,,Q872G,,VATER syndrome,,den/fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8727,,CHARGE-assosiaatio,,Q872H,,CHARGE syndrome,,fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8730,,Beckwith-Wiedemannin oireyhtymä,,Q873A,,Beckwith-Wiedemann syndrome,,den/fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8731,,Sotosin oireyhtymä,,Q873B,,Sotos syndrome,,den/fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8783,,OHAHA-oireyhtymä,,Q878D,,OHAHA syndrome,,fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8784,,Williamsin oireyhtymä,,Q8784,,Williams syndrome,,fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8786,,Lihas-silmä-aivo-oireyhtymä (MEB-oireyhtymä),,Q878E,,Muscle eye brain disease (MEB),,fin
COMPLEX,05C24,Congenital heart block and other cardiovascular anomalies,Q8980,,Kaudaalinen dysplasia sekvenssi,,Q898A,,Caudal dysplasia sequence,,fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,PC_K73,,"Synnynnäinen epämuodostuma, verenkiertoelinten",,Q2890,,"Congenital malformation of circulatory system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q251,,Aortan koarktaatio,,Q2510,,Coarctation of aorta,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q2520,,Aortan umpeuma,,Q2520,,Atresia of aorta,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q2521,,Aortan kaaren katkos,,Q252A,,Interrupted aortic arch,,fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q253,,Aortan ahtauma,,Q2530,,Stenosis of aorta,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q258,,Muu suurten valtimoiden synnynnäinen epämuodostuma,,Q2580,,Other congenital malformations of great arteries,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q259,,Määrittämätön synnynnäinen suurten valtimoiden epämuodostuma,,Q2590,,"Congenital malformation of great arteries, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q2600,,Alaonttolaskimon synnynnäinen ahtauma,,Q2600,,Congenital stenosis of vena cava,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q2601,,Yläonttolaskimon synnynnäinen ahtauma,,Q2600,,Congenital stenosis of vena cava,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q2608,,Määrittämätön onttolaskimon synnynnäinen ahtauma,,Q2600,,Congenital stenosis of vena cava,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q289,,Määrittämätön verenkiertoelinten synnynnäinen epämuodostuma,,Q2890,,"Congenital malformation of circulatory system, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8705,,Möbiuksen oireyhtymä (aivohermojen liiketumakkeiden vajaakehitys),,Q870F,,Moebius syndrome,,den/fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8716,,Mulibrey-lyhytkasvuisuus,,Q8716,,Mulibrey nanism (Perheentupa syndrome),,fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8720,,Holt-Oramin oireyhtymä,,Q872A,,Holt-Oram syndrome,,den/fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8724,,Sirenomelia,,Q872E,,Sirenomelia,,den/fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8725,,Trombosytopenia ja värttinäluun puuttuminen (TAR-oireyhtymä),,Q872F,,TAR syndrome,,den/fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8726,,VATER-assosiaatio,,Q872G,,VATER syndrome,,den/fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8727,,CHARGE-assosiaatio,,Q872H,,CHARGE syndrome,,fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8730,,Beckwith-Wiedemannin oireyhtymä,,Q873A,,Beckwith-Wiedemann syndrome,,den/fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8731,,Sotosin oireyhtymä,,Q873B,,Sotos syndrome,,den/fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8783,,OHAHA-oireyhtymä,,Q878D,,OHAHA syndrome,,fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8784,,Williamsin oireyhtymä,,Q8784,,Williams syndrome,,fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8786,,Lihas-silmä-aivo-oireyhtymä (MEB-oireyhtymä),,Q878E,,Muscle eye brain disease (MEB),,fin
COMPLEX,05C25,Congenital stenosis of aorta or vena cava,Q8980,,Kaudaalinen dysplasia sekvenssi,,Q898A,,Caudal dysplasia sequence,,fin
COMPLEX,05C26,Malfunction of cardiovascular device or graft,T820,,Sydänläppäproteesin mekaaninen komplikaatio,,T8200,,Mechanical complication of heart valve prosthesis,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C26,Malfunction of cardiovascular device or graft,T821,,Sydämen sähkölaitteesta aiheutunut mekaaninen komplikaatio,,T8210,,Mechanical complication of cardiac electronic device,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C26,Malfunction of cardiovascular device or graft,T822,,Sepelvaltimon ohitusyhteyden tai läppäsiirteen mekaaninen komplikaatio,,T8220,,Mechanical complication of coronary artery bypass and valve grafts,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C26,Malfunction of cardiovascular device or graft,T823,,Muun verisuonisiirteen mekaaninen komplikaatio,,T8230,,Mechanical complication of other vascular grafts,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C26,Malfunction of cardiovascular device or graft,T824,,Hemodialyysikatetrista aiheutuneet kohdassa T82.0 mainitut tilat,,T8240,,Mechanical complication of vascular dialysis catheter,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C27,Malfunction of cardiovascular device or graft NOS,T818,,Toimenpiteen yhteydessä ilmenevä muu muualla luokittamaton komplikaatio,,T8180,,"Other complications of procedures, not elsewhere classified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C27,Malfunction of cardiovascular device or graft NOS,T819,,Määrittämätön toimenpidekomplikaatio,,T8190,,Unspecified complication of procedure,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C27,Malfunction of cardiovascular device or graft NOS,T825,,"Sydämen ja verenkiertoelimistön muista laitteista, implanteista tai siirteistä aiheutunut mekaaninen komplikaatio",,T8250,,Mechanical complication of other cardiac and vascular devices and implants,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C27,Malfunction of cardiovascular device or graft NOS,T826,,Sydänläppäproteesista johtuva infektio ja tulehdusreaktio,,T8260,,Infection and inflammatory reaction due to cardiac valve prosthesis,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C27,Malfunction of cardiovascular device or graft NOS,T827,,"Sydämen ja verenkiertoelimistön muusta laitteesta, istutteesta tai siirteestä aiheutunut infektio tai tulehdusreaktio",,T8270,,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C27,Malfunction of cardiovascular device or graft NOS,T828,,"Muusta sydämen tai verenkiertoelimistön proteesista, istutteesta, siirteestä tai implantoidusta laitteesta aiheutunut määritetty komplikaatio",,T8280,,"Other complications of cardiac and vascular prosthetic devices, implants and grafts",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C27,Malfunction of cardiovascular device or graft NOS,T829,,"Sydämen tai verenkiertoelimistön proteesin, istutteen, siirteen tai implantoidun laitteen määrittämätön komplikaatio",,T8290,,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,I240,,Sydäninfarktiin johtamaton äkillinen sepelverisuonitukos,,I2400,,Coronary thrombosis not resulting in myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,I241,,Dresslerin oireyhtymä,,I2410,,Dressler's syndrome,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,I248,,Muu äkillinen iskeeminen sydänsairaus,,I2480,,Other forms of acute ischaemic heart disease,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,I249,,Määrittämätön äkillinen iskeeminen sydänsairaus,,I2490,,"Acute ischaemic heart disease, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,I253,,Sydänaneurysma,,I2530,,Aneurysm of heart,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,I2540,,Sepelvaltimoaneurysma,,I2540,,Coronary artery aneurysm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,I2548,,Hankinnainen sepelvaltimo-laskimofisteli,,I254A,,"Coronary arteriovenous fistula, acquired",,fin
COMPLEX,05C28,Postmyocardial infarction syndome,I99,,Muu tai määrittämätön verenkiertoelinten sairaus,,I9900,,Other and unspecified disorders of circulatory system,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C28,Postmyocardial infarction syndome,PC_K99,,Muu verenkiertoelimistön sairaus,,I9900,,Other and unspecified disorders of circulatory system,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2000,,Epästabiili angina ei osoitettavaa sepelvaltimon ahtaumaa,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2001,,Epästabiili angina ahtautunut sepelvaltimo,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2002,,Epästabiili angina sepelvaltimon trombi,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2003,,Epästabiili angina sepelvaltimon embolus,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2008,,Epästabiili angina sepelvaltimon muu tukos,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2009,,Epästabiili angina määrittämätön sepelvaltimotilanne,,I2000,,Unstable angina,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2010,,Angiospastinen angina ei muuta osoitettavaa sepelvaltimon ahtaumaa,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2011,,Angiospastinen angina lisäksi muuten ahtautunut sepelvaltimo,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2012,,Angiospastinen angina lisäksi sepelvaltimon trombi,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2013,,Angiospastinen angina lisäksi sepelvaltimon embolus,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2018,,Angiospastinen angina lisäksi sepelvaltimon muu tukos,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2019,,Angiospastinen angina muuten määrittämätön sepelvaltimotilanne,,I2010,,Angina pectoris with documented spasm,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2080,,Muu angina pectoris ei osoitettavaa sepelvaltimon ahtaumaa,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2081,,Muu angina pectoris ahtautunut sepelvaltimo,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2082,,Muu angina pectoris sepelvaltimon trombi,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2083,,Muu angina pectoris sepelvaltimon embolus,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2088,,Muu angina pectoris sepelvaltimon muu tukos,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2089,,Muu angina pectoris määrittämätön sepelvaltimotilanne,,I2080,,Other forms of angina pectoris,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2090,,Tarkemmin määrittämätön angina pectoris ei osoitettavaa sepelvaltimon ahtaumaa,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2091,,Tarkemmin määrittämätön angina pectoris ahtautunut sepelvaltimo,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2092,,Tarkemmin määrittämätön angina pectoris sepelvaltimon trombi,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2093,,Tarkemmin määrittämätön angina pectoris sepelvaltimon embolus,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2098,,Tarkemmin määrittämätön angina pectoris sepelvaltimon muu tukos,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2099,,Tarkemmin määrittämätön angina pectoris määrittämätön sepelvaltimotilanne,,I2090,,"Angina pectoris, unspecified",,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2100,,"Etuseinän ST-nousuinfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2101,,"Etuseinän ST-nousuinfarkti, ahtautunut sepelvaltimo",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2102,,"Etuseinän ST-nousinfarkti, sepelvaltimon trombi",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2103,,"Etuseinän ST-nousuinfakti, sepelvaltimon embolus",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2108,,"Etuseinän ST-nousuinfarkti, sepelvaltimon muu tukos",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2109,,"Etuseinän ST-nousuinfarkti, määrittämätön sepelvaltimotilanne",,I2100,,Acute transmural myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2110,,"Alaseinän ST-nousuinfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2111,,"Alaseinän ST-nousuinfarkti, ahtautunut sepelvaltimo",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2112,,"Alaseinän ST-nousinfarkti, sepelvaltimon trombi",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2113,,"Alaseinän ST-nousuinfakti, sepelvaltimon embolus",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2118,,"Alaseinän ST-nousuinfarkti, sepelvaltimon muu tukos",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2119,,"Alaseinän ST-nousuinfarkti, määrittämätön sepelvaltimotilanne",,I2110,,Acute transmural myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2120,,"Muun alueen ST-nousuinfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2121,,"Muun alueen ST-nousuinfarkti, ahtautunut sepelvaltimo",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2122,,"Muun alueen ST-nousinfarkti, sepelvaltimon trombi",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2128,,"Muun alueen ST-nousuinfarkti, sepelvaltimon muu tukos",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2129,,"Muun alueen ST-nousuinfarkti, määrittämätön sepelvaltimotilanne",,I2120,,Acute transmural myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2140,,"Sydäninfarkti ilman ST-nousua, ei osoitettavaa sepelvaltimon ahtaumaa",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2141,,"Sydäninfarkti ilman ST-nousua, ahtautunut sepelvaltimo",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2142,,"Sydäninfarkti ilman ST-nousua, sepelvaltimon trombi",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2143,,"Sydäninfarkti ilman ST-nousua, sepelvaltimon embolus",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2148,,"Sydäninfarkti ilman ST-nousua, sepelvaltimon muu tukos",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2149,,"Sydäninfarkti ilman ST-nousua, määrittämätön sepelvaltimotilanne",,I2140,,Acute subendocardial myocardial infarction,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2200,,Uusiva etuseinäinfarkti ei osoitettavaa sepelvaltimon ahtaumaa,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2201,,Uusiva etuseinäinfarkti ahtautunut sepelvaltimo,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2202,,Uusiva etuseinäinfarkti sepelvaltimon trombi,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2203,,Uusiva etuseinäinfarkti sepelvaltimon embolus,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2208,,Uusiva etuseinäinfarkti sepelvaltimon muu tukos,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2209,,Uusiva etuseinäinfarkti määrittämätön sepelvaltimotilanne,,I2200,,Subsequent myocardial infarction of anterior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2210,,Uusiva alaseinäinfarkti ei osoitettavaa sepelvaltimon ahtaumaa,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2211,,Uusiva alaseinäinfarkti ahtautunut sepelvaltimo,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2212,,Uusiva alaseinäinfarkti sepelvaltimon trombi,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2213,,Uusiva alaseinäinfarkti sepelvaltimon embolus,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2218,,Uusiva alaseinäinfarkti sepelvaltimon muu tukos,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2219,,Uusiva alaseinäinfarkti määrittämätön sepelvaltimotilanne,,I2210,,Subsequent myocardial infarction of inferior wall,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2280,,Muun alueen uusiva sydäninfarkti ei osoitettavaa sepelvaltimon ahtaumaa,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2281,,Muun alueen uusiva sydäninfarkti ahtautunut sepelvaltimo,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2282,,Muun alueen uusiva sydäninfarkti sepelvaltimon trombi,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2283,,Muun alueen uusiva sydäninfarkti sepelvaltimon embolus,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2288,,Muun alueen uusiva sydäninfarkti sepelvaltimon muu tukos,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2289,,Muun alueen uusiva sydäninfarkti määrittämätön sepelvaltimotilanne,,I2280,,Subsequent myocardial infarction of other sites,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2290,,"Määrittämätön uusiva sydäninfarkti, ei osoitettavaa sepelvaltimon ahtaumaa",,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2291,,"Määrittämätön uusiva sydäninfarkti, ahtautunut sepelvaltimo",,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2292,,"Määrittämätön uusiva sydäninfarkti, sepelvaltimon trombi",,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
COMPLEX,05C29,Acute ischemic heart disease or coronary occlusion without myocardial infarction,I2293,,"Määrittämätön uusiva sydäninfarkti, sepelvaltimon embolus",,I2290,,Subsequent myocardial infarction of unspecified site,,est/swe/lat/ice/den/fin/nor
